source	target	weight	type
Saʿd al-Dīn Masʿūd  3943	Kamāl al-Dīn b. al-Humām 2670	10	relative of
qarīb ʿAbd al-Karīm 3948	ʿAbd al-Karīm 1539	10	relative of
ʾĀqṭuwah al-ʾAshrafī 3957	Khadīja bint ʾĀqṭuwah  3959	20	parent of
ʾĀqṭuwah al-ʾAshrafī 3957	Jānim al-ʾAshrafī  26	15	sibling of
ʾĀqṭuwah al-ʾAshrafī 3957	al-ʾAshraf Barsbāy 24	10	relative of
Khadīja bint ʾĀqṭuwah  3959	al-ʾAshraf Barsbāy 24	10	relative of
ʾArdu 3970	Muḥammad b. Barqūq 1748	20	parent of
Nāṣir al-Dīn al-Fāqūsī  3971	Muḥibb al-Dīn Muḥammad b. Nāṣir al-Dīn Muḥammad al-Fāqūsī 4021	20	parent of
ʾakh Muḥibb al-Dīn ʾAḥmad al-Baghdādī 3972	Muḥibb al-Dīn ʾAḥmad al-Baghdādī 553	15	sibling of
Kuhar Shāh 3993	ʾUlūgh Bak b. Shāh Rukh 694	20	parent of
Kuhar Shāh 3993	Bāy Sunqur b. Shāh Rukh 1261	20	parent of
Kuhar Shāh 3993	ʿAlāʾ al-Dawla b. Bāy Sunqur  4050	10	relative of
Thurayyā 3997	ʾĀsiya 3996	20	parent of
ʾAḥmad al-Tatāʾī al-ʾAnṣārī al-Shāfiʿī 4006	Sharaf al-Dīn al-ʾAnṣārī 1054	15	sibling of
Ṭūghān b. Qulaqsīz al-Turkumānī 4012	Ibn Ṭūghān b. Qulaqsīz al-Turkumānī 4013	20	parent of
Masrūq 4028	al-Ẓāhir Ṭaṭar 441	10	relative of
ʿUthmān al-Karādī al-ʾAshqar 4030	Muḥibb al-Dīn Muḥammad b. al-ʾAshqar 55	20	parent of
ʿUthmān al-Karādī al-ʾAshqar 4030	Rasūl b. Yūsuf 4272	10	relative of
jāriyat Khalīl b. al-Nāṣir Faraj 4033	Khalīl b. Khalīl b. al-Nāṣir Faraj 4032	20	parent of
Khawand Bayram 4049	al-Nāṣir Faraj b. Barqūq 14	15	sibling of
ʿAlāʾ al-Dawla b. Bāy Sunqur  4050	ʾUlūgh Bak b. Shāh Rukh 694	5	nephew of
ʿAlāʾ al-Dawla b. Bāy Sunqur  4050	Kuhar Shāh 3993	10	relative of
ʿAbd al-Raḥīm b. al-Bārizī 4057	ʾAbu-l Biqāʾ b. al-Bārizī 4058	20	parent of
ʿAbd al-Raḥīm b. al-Bārizī 4057	Yūsuf b. al-Bārizī 4059	20	parent of
ʿAbd al-Raḥīm b. al-Bārizī 4057	Fāṭima bt. ʿAbd al-Raḥīm  4060	20	parent of
ʿAbd al-Raḥīm b. al-Bārizī 4057	ʿAbd al-Qādir b. al-Bārizī 4061	20	parent of
ʾAbu-l Biqāʾ b. al-Bārizī 4058	Yūsuf b. al-Bārizī 4059	15	sibling of
ʾAbu-l Biqāʾ b. al-Bārizī 4058	Fāṭima bt. ʿAbd al-Raḥīm  4060	15	sibling of
ʾAbu-l Biqāʾ b. al-Bārizī 4058	ʿAbd al-Qādir b. al-Bārizī 4061	15	sibling of
Yūsuf b. al-Bārizī 4059	ʾAbu-l Biqāʾ b. al-Bārizī 4058	15	sibling of
Yūsuf b. al-Bārizī 4059	Fāṭima bt. ʿAbd al-Raḥīm  4060	15	sibling of
Yūsuf b. al-Bārizī 4059	ʿAbd al-Qādir b. al-Bārizī 4061	15	sibling of
Fāṭima bt. ʿAbd al-Raḥīm  4060	Yūsuf b. al-Bārizī 4059	15	sibling of
Fāṭima bt. ʿAbd al-Raḥīm  4060	ʾAbu-l Biqāʾ b. al-Bārizī 4058	15	sibling of
Fāṭima bt. ʿAbd al-Raḥīm  4060	ʿAbd al-Qādir b. al-Bārizī 4061	15	sibling of
ʿAbd al-Qādir b. al-Bārizī 4061	ʾAbu-l Biqāʾ b. al-Bārizī 4058	15	sibling of
ʿAbd al-Qādir b. al-Bārizī 4061	Yūsuf b. al-Bārizī 4059	15	sibling of
ʿAbd al-Qādir b. al-Bārizī 4061	Fāṭima bt. ʿAbd al-Raḥīm  4060	15	sibling of
Zaynab bt. al-Bārizī 4062	Zubayda bt. Ḥijjī 4065	20	parent of
Zaynab bt. al-Bārizī 4062	Yaḥyā b. Ḥijjī 4066	20	parent of
Zaynab bt. al-Bārizī 4062	Fāṭima bt. al-Bārizī 3673	15	sibling of
ʾAḥmad b. Kātib Jakam 4063	Kamāl al-Dīn Muḥammad 3371	15	sibling of
ʾAḥmad b. Kātib Jakam 4063	Khadīja bt. Kātib Jakam 4064	15	sibling of
Khadīja bt. Kātib Jakam 4064	Kamāl al-Dīn Muḥammad 3371	15	sibling of
Khadīja bt. Kātib Jakam 4064	ʾAḥmad b. Kātib Jakam 4063	15	sibling of
Zubayda bt. Ḥijjī 4065	Yaḥyā b. Ḥijjī 4066	15	sibling of
Yaḥyā b. Ḥijjī 4066	Zubayda bt. Ḥijjī 4065	15	sibling of
Salāḥ al-Dīn Muḥammad b. al-Kuwayz 4068	Shihāb al-Dīn b. al-Kuwayz 4069	15	sibling of
Shihāb al-Dīn b. al-Kuwayz 4069	Salāḥ al-Dīn Muḥammad b. al-Kuwayz 4068	15	sibling of
Munjid Rumaytha b. ʾAbī Numay 4072	Barakāt b. ʿAjlān 293	10	relative of
zawjat ʾIsfandiyār 4077	Baysaq al-Shaykhī al-Ẓāhirī 1885	15	sibling of
ʾUkht al-Nāṣir Faraj 4084	al-Nāṣir Faraj b. Barqūq 14	15	sibling of
ḥafīd Tāj al-Shawīkī 4089	Tāj al-Dīn Tāj al-Shawīkī 116	10	relative of
ʾUmm Qāsim b. Taghrī Birdī 4095	Qāsim b. Taghrī Birdī 2744	20	parent of
ʾUmm Ḥamza b. Taghrī Birdī 4096	Ḥamza b. Taghrī Birdī 2745	20	parent of
ʾUmm ʾIbrāhīm b. Taghrī Birdi 4097	ʾIbrāhīm b. Taghrī Birdī 2748	20	parent of
ʾUmm Muḥammad b. Taghrī Birdī 4098	Muḥammad b. Taghrī Birdī 2750	20	parent of
ʾUmm ʾIsmāʿīl b. Taghrī Birdī 4099	ʾIsmāʿīl b. Taghrī Birdī 2749	20	parent of
ʾUmm Yūsuf b. Taghrī Birdī 4100	Yūsuf b. Taghrī Birdī 924	20	parent of
ʾUmm Yūsuf b. Taghrī Birdī 4100	Hājir bint Taghrī Birdī 2747	20	parent of
ʾUmm Fāṭima 4102	Fāṭima 2402	20	parent of
ʾUmm Bayram 4103	Bayram bint Taghrī Birdī 2746	20	parent of
ʾUmm Taghrī Birdī Sayyidī al-Ṣaghīr 4105	Taghrī Birdī Sayyidī al-Ṣaghīr 65	20	parent of
ʾUmm Taghrī Birdī Sayyidī al-Ṣaghīr 4105	Qurqmās Sayyidī al-Kabīr 53	20	parent of
Ibn al-Miṣrī 4106	Taghrī Birmish al-Turkmānī 110	20	parent of
Ibn al-Miṣrī 4106	Ḥasan Shāh 3249	20	parent of
wālida al-Turkmānī 4107	Ḥasan Shāh 3249	20	parent of
wālida al-Turkmānī 4107	Taghrī Birmish al-Turkmānī 110	20	parent of
ʾAbū Taghrī Birmish al-Jalīlī 4108	Taghrī Birmish al-Jalālī 716	20	parent of
ʾukht Timrāz al-Muʾayyadī al-Muṣāriʿ 4110	Timrāz al-Muʾayyadī al-Muṣāriʿ 737	15	sibling of
ikhwat Jarbāsh al-Ẓāhirī 4122	Jarbāsh al-Ẓāhirī 1903	15	sibling of
wālida Jaqmaq al-ʾArgūn Shāwī 4123	Jaqmaq al-ʾArghūn Shāwī 34	20	parent of
wālida Julbān al-Hindī 4127	Julbān al-Hindī 260	20	parent of
wālida Julbān al-Hindī 4127	Jakam Khāl al-ʿAzīz 47	20	parent of
wālida Julbān al-Hindī 4127	ʾAṣīl* 4129	20	parent of
zawjat wālid Julbān al-Hindī 4128	ʾAṣīl* 4129	20	parent of
zawjat wālid Julbān al-Hindī 4128	ʾUkht Baybars 4130	20	parent of
zawjat wālid Julbān al-Hindī 4128	Baybars al-ʾAshrafī 324	20	parent of
zawjat wālid Julbān al-Hindī 4128	Julbān al-Hindī 260	10	relative of
ʾAṣīl* 4129	Jakam Khāl al-ʿAzīz 47	15	sibling of
ʾAṣīl* 4129	Julbān al-Hindī 260	15	sibling of
ʾUkht Baybars 4130	Julbān al-Hindī 260	15	sibling of
ʾUkht Baybars 4130	Baybars al-ʾAshrafī 324	15	sibling of
Qānībāy 4131	Julbān al-Hindī 260	15	sibling of
ʾUruz* 4132	ʾawlād ʾUruz 4133	20	parent of
ʾUruz* 4132	Julbān al-Hindī 260	15	sibling of
Khūnī* 4134	ʾawlād ʾUruz 4133	20	parent of
Jāk ʾAbū Jaynūs 4139	Jaynūs b. Jāk (Janus) 1469	20	parent of
al-Manṣūr ʿAlī b. al-ʾAshraf Shaʿbān 4140	al-Malik al-Manṣūr Ḥājjī 2409	15	sibling of
Muḥibb al-Dīn Abū Ḥasan 4142	Ḥasan b. Muḥibb al-Dīn 70	20	parent of
ʿAlī b. ʿAjlān al-Ḥasanī 4143	Ḥasan b. ʿAjlān al-Ḥasanī 334	15	sibling of
ʿAlī b. ʿAjlān al-Ḥasanī 4143	Muḥammad b. ʿAjlān 4468	15	sibling of
Sharaf al-Dīn Muḥammad b. ʾAḥmad 4144	Badr al-Dīn Ḥasan b. Naṣr Allāh al-Fawwī 88	10	relative of
Ḥasan b. Muḥammad 4145	Naṣr Allāh b. Ḥasan  4146	20	parent of
Ḥasan b. Muḥammad 4145	Badr al-Dīn Ḥasan b. Naṣr Allāh al-Fawwī 88	10	relative of
Naṣr Allāh b. Ḥasan  4146	Badr al-Dīn Ḥasan b. Naṣr Allāh al-Fawwī 88	20	parent of
ʾUkht Khalīl b. Shāhīn al-Shaykhī 4150	Khalīl b. Shāhīn al-Shaykhī 664	15	sibling of
Yaḥyā b. al-Mustaʿīn bi-llāh 4155	ʾaʿmām Yaḥyā b. al-Mustaʿīn bi-llāh\ 4620	5	nephew of
Yaḥyā b. al-Mustaʿīn bi-llāh 4155	al-Muʿtaḍid bi-llāh  258	5	nephew of
Yaḥyā b. al-Mustaʿīn bi-llāh 4155	al-Mustakfī bi-llāh 688	5	nephew of
Yaḥyā b. al-Mustaʿīn bi-llāh 4155	al-Muʿtaḍid bi-llāh  258	10	relative of
Yaḥyā b. al-Mustaʿīn bi-llāh 4155	ʾaqārib Yaḥyā b. al-Mustaʿīn bi-llāh\ 4619	10	relative of
ʾAkhū Damurdāsh 4156	Qurqmās Sayyidī al-Kabīr 53	20	parent of
ʾAkhū Damurdāsh 4156	Taghrī Birdī Sayyidī al-Ṣaghīr 65	20	parent of
ʾAkhū Damurdāsh 4156	Damurdāsh al-Muḥammadī 67	15	sibling of
ʾAḥmad Mawlānā Zāda 4162	Muḥammad al-Rukn al-Sarāʾī 4167	10	relative of
Muḥammad al-Rukn al-Sarāʾī 4167	ʾAḥmad Mawlānā Zāda 4162	10	relative of
ʾaqārib Saʿd al-Dīn al-Dīrī 4169	Saʿd al-Dīn al-Dīrī al-Ḥanafī 94	10	relative of
ʿUmar b. al-ʿAdīm al-Ḥalabī 4173	Nāṣir al-Dīn b. al-ʿAdīm 101	20	parent of
Raslān al-Bulqīnī al-Shāfiʿī 4175	Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	5	nephew of
ʾAkhū Sirāj al-Dīn ʿUmar al-Bulqīnī 4176	Raslān al-Bulqīnī al-Shāfiʿī 4175	20	parent of
ʿAṭīya al-Saʿdī 4180	ʾAḥmad b. Ḥajjī al-Saʿdī 2357	10	relative of
ʾAḥmad b. Baktamur 4182	Baktamur al-Sāqī 4183	10	relative of
Baktamur al-Sāqī 4183	ʾAḥmad b. Baktamur 4182	10	relative of
ʾAḥmad al-Makkī al-Nuwayrī 4184	ʿAbd al-ʿAzīz ʾAkhī ʾAḥmad al-Makkī 4186	15	sibling of
ʿAlī al-Makkī al-Nuwayrī 4185	ʾAḥmad al-Makkī al-Nuwayrī 4184	20	parent of
ʿAbd al-ʿAzīz ʾAkhī ʾAḥmad al-Makkī 4186	ʾAḥmad al-Makkī al-Nuwayrī 4184	15	sibling of
ʾAḥmad b. Saʿīd al-Ṣaghānī 4189	Muḥammad b. al-Ḍiyāʾ 3027	20	parent of
Muḥammad b. Saʿīd al-Ṣaghānī 4190	ʾAḥmad b. Saʿīd al-Ṣaghānī 4189	20	parent of
Bint ʿAdnān 4191	ʾAḥmad b. Saʿīd al-Ṣaghānī 4189	20	parent of
Faraj b. Taghrī Birmish al-Zardkāsh 4194	ʾUkht Faraj b. Taghrī Birmish al-Zardkāsh 4195	15	sibling of
ʾUkht Faraj b. Taghrī Birmish al-Zardkāsh 4195	Faraj b. Taghrī Birmish al-Zardkāsh 4194	15	sibling of
ʾAmīn al-Dīn ʿAbd Allāh b. Mūsā 4208	Tāj al-Dīn Mūsā 4209	10	relative of
Tāj al-Dīn Mūsā 4209	ʾAmīn al-Dīn ʿAbd Allāh b. Mūsā 4208	10	relative of
Saʿd al-Dīn ʾAbī l-Faraj 4210	ʾAmīn al-Dīn ʿAbd Allāh b. Mūsā 4208	20	parent of
Baktamur al-Ḥājib 4211	ʿAbd Allāh b. Baktamur al-Ḥājib 1794	20	parent of
ʾAqūsh al-ʾAshrafī Nāʾib al-Karak 4212	ʿAbd Allāh b. Baktamur al-Ḥājib 1794	10	relative of
ʿAbd Allāh b. Muflaḥ 4214	Jamāl al-Dīn al-Mardāwī 4215	10	relative of
Jamāl al-Dīn al-Mardāwī 4215	ʿAbd Allāh b. Muflaḥ 4214	10	relative of
Taqī al-Dīn al-Kaffarī al-Ḥanafī 4216	ʿAbd al-Raḥmān al-Kaffarī al-Ḥanafī 4246	15	sibling of
Taqī al-Dīn al-Kaffarī al-Ḥanafī 4216	Sharaf al-Dīn ʾAḥmad b. al-Ḥusayn 4218	10	relative of
Jamāl al-Dīn ʾAbū l-Maḥāsin Yūsuf 4217	Taqī al-Dīn al-Kaffarī al-Ḥanafī 4216	20	parent of
Jamāl al-Dīn ʾAbū l-Maḥāsin Yūsuf 4217	ʿAbd al-Raḥmān al-Kaffarī al-Ḥanafī 4246	20	parent of
Sharaf al-Dīn ʾAḥmad b. al-Ḥusayn 4218	ʿAbd al-Raḥmān al-Kaffarī al-Ḥanafī 4246	10	relative of
Sharaf al-Dīn ʾAḥmad b. al-Ḥusayn 4218	Taqī al-Dīn al-Kaffarī al-Ḥanafī 4216	10	relative of
dhurrīyat al-Muqawqis 4219	ʿAbd al-Razzāq b. al-Hayṣam 183	10	relative of
dhurrīyat al-Muqawqis 4219	ʾIbrāhīm b. al-Hayṣam 321	10	relative of
dhurrīyat al-Muqawqis 4219	ʿAbd al-Ghanī b. al-Hayṣam  3874	10	relative of
ʿayāl ʿAbd al-Bāsiṭ al-Dimashqī 4226	ʿAbd al-Bāsiṭ al-Dimashqī 80	10	relative of
ʾUmm ʿAbd al-Raḥmān al-Tafhanī 4232	ʿAbd al-Raḥmān al-Tafhanī 984	20	parent of
ʾAbū ʿAbd al-Raḥmān Muḥammad 4234	ʿAbd al-Raḥmān b. Khaldūn 2631	20	parent of
Muḥammad ʾAbū ʿAbd al-Raḥmān b. Khayr 4238	ʿAbd al-Raḥmān b. Khayr al-Mālikī 2559	20	parent of
ʾAbū Taqī al-Dīn ʿAbd al-Raḥmān Muḥammad 4240	Taqī Al-Dīn ʿAbd al-Raḥmān al-Zubayrī 4239	20	parent of
dhawū ʿAbd al-Raḥmān al-Dīrī 4244	ʿAbd al-Raḥmān al-Dīrī 776	10	relative of
ʾUkht al-Malik al-ʾAshraf Shaʿbān b. Ḥusayn 4245	ʿAbd al-Raḥmān b. Manklī Bughā 1745	20	parent of
ʾUkht al-Malik al-ʾAshraf Shaʿbān b. Ḥusayn 4245	al-ʾAshraf Shaʿbān 994	15	sibling of
ʿAbd al-Raḥmān al-Kaffarī al-Ḥanafī 4246	Taqī al-Dīn al-Kaffarī al-Ḥanafī 4216	15	sibling of
ʿAbd al-Raḥmān al-Kaffarī al-Ḥanafī 4246	Sharaf al-Dīn ʾAḥmad b. al-Ḥusayn 4218	10	relative of
ʾUmm ʿAbd al-Razzāq b. Kātib al-Manākh 4247	ʿAbd al-Razzāq b. Kātib al-Manākh 1618	20	parent of
ʾUmm ʿAbd al-Karīm b. Kātib al-Manākh 4248	ʿAbd al-Karīm b. Kātib al-Manākh 570	20	parent of
ʾIbrāhīm b. Barqūq 4249	al-Malik al-Manṣūr ʿAbd al-ʿAzīz  2002	15	sibling of
ʿAbd al-Karīm b. ʿAbd al-ʿAzīz 4250	Ḥasan b. ʿAbd al-Karīm 4251	5	nephew of
Ḥasan b. ʿAbd al-Karīm 4251	ʿAbd al-Karīm b. ʿAbd al-ʿAzīz 4250	1	uncle of
ʾUkht Jamāl al-Dīn ʿAbd al-Raḥīm al-ʾIsnawī 4256	Taqī al-Dīn al-ʾIsnāʾī 4255	20	parent of
Muḥyī al-Dīn al-Fāsī 4257	Sirāj al-Dīn ʿAbd al-Laṭīf 2270	15	sibling of
Jidda ʿAbd al-Karīm b. Kātib al-Manākh 4258	ʿAbd al-Karīm b. Kātib al-Manākh 570	10	relative of
ʾAwḥad al-Dīn ʿAbd al-Wāḥid 4262	Jamāl al-Dīn b. al-Turkumānī 4270	10	relative of
ʿAbd al-Raḥīm b. al-Ḥājib 4267	ʿAbd al-Raḥmān b. ʿAbd al-Raḥīm 4268	20	parent of
Jamāl al-Dīn b. al-Turkumānī 4270	ʾAwḥad al-Dīn ʿAbd al-Wāḥid 4262	10	relative of
Sulaymān b. Rasūl 4271	ʿUthmān al-Karādī al-ʾAshqar 4030	20	parent of
Sulaymān b. Rasūl 4271	Muḥibb al-Dīn Muḥammad b. al-ʾAshqar 55	10	relative of
Rasūl b. Yūsuf 4272	ʿUthmān al-Karādī al-ʾAshqar 4030	10	relative of
Quṭlūbak b. Ṭūr ʿAlī  4273	ʿUthmān Qarā Yuluk 397	20	parent of
al-Malik al-Kāmil Shihāb al-Dīn Ghāzī 4274	al-Malik al-ʿĀdil Sulaymān 3679	20	parent of
Mūsā b. ʿAssāf b. Muhannā 4276	Sulaymān b. ʿAnqāʾ b. Muhannā 1925	10	relative of
Muḥammad b. ʿAnqāʾ b. Muhannā 4277	Sulaymān b. ʿAnqāʾ b. Muhannā 1925	15	sibling of
Salīm al-Jinānī al-Muʿtaqad 4278	ʾawlād Salīm al-Jinnānī al-Muʿtaqad 4279	20	parent of
jidda Sūdūn al-Ẓāhirī 4288	al-Ẓāhir Barqūq 4	15	sibling of
jidda Sūdūn al-Ẓāhirī 4288	Sūdūn al-Ẓāhirī 1795	10	relative of
ʾumm Sūdūn al-Ẓāhirī 4289	Sūdūn al-Ẓāhirī 1795	20	parent of
ʾUkht Mughul  4292	Mughul bint al-Bārizī 319	15	sibling of
Sayf al-Dīn al-Sīrāmī 4303	Niẓām al-Dīn Yaḥyā al-Sīrāmī 4304	20	parent of
Niẓām al-Dīn Yaḥyā al-Sīrāmī 4304	ʿAḍud al-Dīn ʿAbd al-Raḥmān b. Yaḥyā 1420	20	parent of
Niẓām al-Dīn Yaḥyā al-Sīrāmī 4304	ʾikhwat Niẓām al-Dīn Yaḥyā al-Sīrāmī 4626	15	sibling of
Khalīl b. Tīmūr  4305	Shāh Rukh b. Tīmūrlank 143	10	relative of
ʾIbrāhīm b. ʿAdnān 4319	ʿAlāʾ al-Dīn ʿAlī b. ʿAdnān 2755	20	parent of
ʿAlī b. al-Jazarī 4345	Shams al-Dīn al-Jazarī al-Muʾarrikh 4346	10	relative of
Shams al-Dīn al-Jazarī al-Muʾarrikh 4346	ʿAlī b. al-Jazarī 4345	10	relative of
ʿAlī al-Nāṭiq 4347	ʾAkhū ʿAlī al-Nāṭiq 4349	15	sibling of
ʿAlī al-Nāṭiq 4347	ʾAḥmad al-Ṭabarī 4348	5	nephew of
ʾAḥmad al-Ṭabarī 4348	ʿAlī al-Nāṭiq 4347	1	uncle of
ʾAkhū ʿAlī al-Nāṭiq 4349	ʿAlī al-Nāṭiq 4347	15	sibling of
Bahāʾ al-Dīn al-Ṭablāwī 4352	ʿAlī b. al-Ṭablāwī 1958	1	uncle of
Nāṣir al-Dīn Muḥammad b. Satīt 4353	ʿAlī b. al-Ṭablāwī 1958	10	relative of
Nāṣir al-Dīn b. al-Ṭablāwī 4354	ʿAlī b. al-Ṭablāwī 1958	15	sibling of
ʾaqārib ʿAlī b. al-Ṭablāwī 4356	ʿAlī b. al-Ṭablāwī 1958	10	relative of
ʿAlī al-Kharrūbī 4361	jadd ʿAlī al-Kharrūbī 4367	10	relative of
ʿAjlān b. Rumaytha 4364	ʿAlī b. ʿAjlān al-Ḥasanī 4143	20	parent of
ʿAjlān b. Rumaytha 4364	ʾAḥmad b. ʿAjlān 2800	20	parent of
ʿAjlān b. Rumaytha 4364	Muḥammad b. ʿAjlān 4468	20	parent of
ʿAjlān b. Rumaytha 4364	Thaqaba 4466	15	sibling of
ʿAjlān b. Rumaytha 4364	Sanad b. Rumaytha 4408	15	sibling of
ʿAjlān b. Rumaytha 4364	Zayn al-Dīn ʿInān b. Mughāmis 2338	1	uncle of
ʿAjlān b. Rumaytha 4364	ʾAḥmad b. Thaqaba 4469	1	uncle of
ʾAbū ʿAlī al-Kharrūbī 4366	ʿAlī al-Kharrūbī 4361	20	parent of
jadd ʿAlī al-Kharrūbī 4367	ʿAlī al-Kharrūbī 4361	10	relative of
Nūr al-Dīn ʿAlī al-Ḥajabī 4369	ʾAbū Bakr b. Muḥammad 4370	15	sibling of
Nūr al-Dīn ʿAlī al-Ḥajabī 4369	ʾAḥmad b. ʾAbī Bakr b. Muḥammad 4371	1	uncle of
ʾAbū Bakr b. Muḥammad 4370	ʾAḥmad b. ʾAbī Bakr b. Muḥammad 4371	20	parent of
ʾAbū Bakr b. Muḥammad 4370	Nūr al-Dīn ʿAlī al-Ḥajabī 4369	15	sibling of
ʾAḥmad b. ʾAbī Bakr b. Muḥammad 4371	Nūr al-Dīn ʿAlī al-Ḥajabī 4369	5	nephew of
ʿAlī al-Shībī 4372	Yūsuf b. Muḥammad 4373	15	sibling of
Yūsuf b. Muḥammad 4373	ʿAlī al-Shībī 4372	15	sibling of
ʿAlī b. Munajjā 4374	Taqī al-Dīn ʾAḥmad Munajjā 4375	15	sibling of
Taqī al-Dīn ʾAḥmad Munajjā 4375	ʿAlī b. Munajjā 4374	15	sibling of
ʿAlāʾ al-Dīn al-Subkī 4376	Walī al-Dīn al-Subkī 4377	15	sibling of
ʿAlāʾ al-Dīn al-Subkī 4376	Badr al-Dīn al-Subkī 4378	15	sibling of
Walī al-Dīn al-Subkī 4377	ʿAlāʾ al-Dīn al-Subkī 4376	15	sibling of
Badr al-Dīn al-Subkī 4378	al-Jalāl Muḥammad b. ʾAbi l-Baqāʾ 1393	20	parent of
Badr al-Dīn al-Subkī 4378	ʿAlāʾ al-Dīn al-Subkī 4376	15	sibling of
Badr al-Dīn al-Subkī 4378	Shihāb al-Dīn b. ʾAbi l-Baqāʾ 4714	15	sibling of
ʿAlī b. Wafā al-Shādhilī 4380	ʾAḥmad b. Wafā al-Shādhilī 4382	15	sibling of
ʿAlī b. Wafā al-Shādhilī 4380	Shams al-Dīn Muḥammad al-Zaylaʿī 4383	10	relative of
Muḥammad al-Shādhilī 4381	ʿAlī b. Wafā al-Shādhilī 4380	20	parent of
Muḥammad al-Shādhilī 4381	ʾAḥmad b. Wafā al-Shādhilī 4382	20	parent of
ʾAḥmad b. Wafā al-Shādhilī 4382	ʾAbu l-Faḍl ʿAbd al-Raḥmān b. Wafā 4693	20	parent of
ʾAḥmad b. Wafā al-Shādhilī 4382	ʾAbu l-Fataḥ Muḥammad b. Wafā 4705	20	parent of
ʾAḥmad b. Wafā al-Shādhilī 4382	ʾAbu l-Makārim ʾIbrāhīm 4718	20	parent of
ʾAḥmad b. Wafā al-Shādhilī 4382	ʾAbu l-Jūd Ḥasan b. Wafā 4719	20	parent of
ʾAḥmad b. Wafā al-Shādhilī 4382	ʾAbu l-Siyādāt Yaḥyā b. Wafā 3680	20	parent of
ʾAḥmad b. Wafā al-Shādhilī 4382	ʿAlī b. Wafā al-Shādhilī 4380	15	sibling of
ʾAḥmad b. Wafā al-Shādhilī 4382	Shams al-Dīn Muḥammad al-Zaylaʿī 4383	10	relative of
Shams al-Dīn Muḥammad al-Zaylaʿī 4383	ʿAlī b. Wafā al-Shādhilī 4380	10	relative of
Shams al-Dīn Muḥammad al-Zaylaʿī 4383	ʾAḥmad b. Wafā al-Shādhilī 4382	10	relative of
ʾAkhū ʿAlāʾ al-Dīn al-Mughallī 4387	Maḥmūd b. ʾAkhū ʿAlāʾ al-Dīn al-Mughallī 4388	20	parent of
ʾAkhū ʿAlāʾ al-Dīn al-Mughallī 4387	ʿAlāʾ al-Dīn ʿAlī b. al-Mughallī 374	15	sibling of
Maḥmūd b. ʾAkhū ʿAlāʾ al-Dīn al-Mughallī 4388	ʿAlāʾ al-Dīn ʿAlī b. al-Mughallī 374	5	nephew of
Muflaḥ 4390	ʿAlī b. Muflaḥ 56	20	parent of
Raslān al-Bulqīnī 4397	Sirāj al-Dīn ʿUmar al-Bulqīnī  3690	20	parent of
ikhwat ʿAlī Bāy al-ʾAshrafī 4398	ʿAlī Bāy al-ʾAshrafī 820	15	sibling of
dhawū ʿAlī Bāy al-ʾAshrafī 4399	ʿAlī Bāy al-ʾAshrafī 820	10	relative of
Nūr al-Dīn ʾAbi l-Ḥasan 4402	Sirāj al-Dīn ʿUmar b. al-Mulaqqin 2862	20	parent of
ʾUmm Sirāj al-Dīn ʿUmar 4403	Sirāj al-Dīn ʿUmar b. al-Mulaqqin 2862	20	parent of
ʿĪsā al-Maghribī  al-Mulaqqin 4404	Sirāj al-Dīn ʿUmar b. al-Mulaqqin 2862	10	relative of
Mughāmis b. Rumaytha 4407	Zayn al-Dīn ʿInān b. Mughāmis 2338	20	parent of
Mughāmis b. Rumaytha 4407	Muḥammad b. ʿAjlān 4468	1	uncle of
Sanad b. Rumaytha 4408	ʿAjlān b. Rumaytha 4364	15	sibling of
Sanad b. Rumaytha 4408	Thaqaba 4466	15	sibling of
Sanad b. Rumaytha 4408	Zayn al-Dīn ʿInān b. Mughāmis 2338	1	uncle of
Sanad b. Rumaytha 4408	ʾAḥmad b. ʿAjlān 2800	1	uncle of
Sanad b. Rumaytha 4408	Muḥammad b. ʿAṭīfa 4467	10	relative of
ʿāʾila al-Ẓāhir Majd al-Dīn ʿĪsā 4410	al-Ẓāhir Majd al-Dīn ʿĪsā 2421	10	relative of
Ṣāḥib ʾAlbāz 4413	Fāris al-Turkumānī 1960	20	parent of
Nafīs 4418	Fatḥ Allāh al-Tabrīzī 16	10	relative of
Nafīs 4418	Badīʿ b. Nafīs 4420	10	relative of
Mustaʿṣim b. Nafīs 4419	Fatḥ Allāh al-Tabrīzī 16	20	parent of
Badīʿ b. Nafīs 4420	Fatḥ Allāh al-Tabrīzī 16	1	uncle of
Badīʿ b. Nafīs 4420	Nafīs 4418	10	relative of
Quṭlūbughā  al-Sūdūnī 4425	Qāsim al-Ḥanafī 3339	20	parent of
Muḥammad b. Qalamṭāy 4435	Maḥmūd b. Qalamṭāy 3560	15	sibling of
Muḥammad b. Qalamṭāy 4435	Ibnat b. Qalamṭāy 4436	15	sibling of
Ibnat b. Qalamṭāy 4436	Muḥammad b. Qalamṭāy 4435	15	sibling of
Ibnat b. Qalamṭāy 4436	Maḥmūd b. Qalamṭāy 3560	15	sibling of
Fakhr al-Dīn b. Ghurāb 4443	Saʿd al-Dīn b. Ghurāb 1997	15	sibling of
al-Muʿtaqad ʿAbd Allāh 4448	ʾIbrāhīm al-Manūfī 4447	20	parent of
