Nāṣir al-Dīn Naṣr Allāh al-Ḥanbalī 2560	in-law of	Muwaffaq al-Dīn ʿAbd Allāh al-Ḥanbalī 4611
ʿImād al-Dīn al-Karakī 2705	ḥam of	Al-Shihāb al-Barīdī 2704
Najm al-Dīn ʿUmar b. Ḥajjī 2915	zawj of	zawja Najm al-Dīn ʿUmar b. Ḥajjī 4396
ʾAbrak al-Jakamī 2919	zawj of	Shakarbāy al-ʾAḥmadīya 2860
al-Zaynī ʿAbd al-Raḥīm 2920	zawj of	Khātūn 2918
ʾĀqbughā Turkumān 2948	zawj of	Zawjat ʾĀqbughā Turkumān 2949
Sūdūn al-Muḥammadī 3164	in-law of	al-Ẓāhir Jaqmaq 2
Sūdūn al-Muḥammadī 3164	zawj of	ʾUkht Mughul  4292
Ṭūghān al-Muʾayyadī 3184	ḥam of	Qānī Bāy Qarā al-ʾAshrafī al-ʾĪnālī 3183
Yashbak al-Jakamī 3222	zawj of	Fāṭima bt. al-Ẓāhir Ṭaṭar 3387
Bahāʾ al-Dīn al-Burjī 3258	zawj of	Bint Sirāj al-Dīn al-Bulqīnī 4501
Abū l-Saʿādāt al-Bulqīnī 3370	in-law of	Ṣalāḥ al-Dīn ʾAmīr Ḥājj b. Barkūt al-Makīnī 1244
al-Shihābī b. al-ʿAṭṭār 3378	ḥam of	Kamāl al-Dīn b. al-Bārizī 99
ʾIsfandiyār b. ʾAbī Yazīd 3392	zawj of	zawjat ʾIsfandiyār 4077
Khalīl b. ʾIbrāhīm 3402	zawj of	zawjat Khalīl al-Darbandīya 3405
Sūdūn al-Faqīh 3582	zawj of	ʾUmm al-Ṣāliḥ Muḥammad 887
Sūdūn al-Faqīh 3582	ḥam of	al-Ẓāhir Ṭaṭar 441
Kasbāy al-Ẓāhirī 3608	in-law of	Timurbughā al-Ẓāhirī 754
Sayf al-Dīn Damurdāsh 3662	zawj of	ʾUkht Faraj b. Taghrī Birmish al-Zardkāsh 4195
Julbān al-Ḥājib 3788	zawj of	ʾukht ʿUmar b. Bahādur al-Musharraf 3787
ʾAḥmad b. Ṭūlūn 3829	in-law of	Sūdūn min ʿAbd al-Raḥmān 259
Maḥmūd b. al-Shihāb 3882	zawj of	Mughul bint al-Bārizī 319
Zāda al-Sīrāmī al-Ḥanafī al-Miṣrī 3914	zawj of	ʾukht ʾAmīn al-Dīn al-ʾAqṣarāʾī 3913
ʾĀqṭuwah al-ʾAshrafī 3957	ḥam of	al-Nāṣirī Muḥammad 81
ʾĀqṭuwah al-ʾAshrafī 3957	ḥam of	Barsbāy al-Bajāsī 894
Ibn al-Miṣrī 4106	zawj of	wālida al-Turkmānī 4107
Khūnī* 4134	zawj of	ʾUruz* 4132
ʾIbrāhīm b. Qurmush  4151	zawj of	ʾUkht Khalīl b. Shāhīn al-Shaykhī 4150
ʾIbrāhīm b. Qurmush  4151	ḥam of	Khalīl b. Shāhīn al-Shaykhī 664
ʾAkhū Damurdāsh 4156	zawj of	ʾUmm Taghrī Birdī Sayyidī al-Ṣaghīr 4105
Muḥammad b. Saʿīd al-Ṣaghānī 4190	zawj of	Bint ʿAdnān 4191
Taqī Al-Dīn ʿAbd al-Raḥmān al-Zubayrī 4239	zawj of	Ibna Muwaffaq al-Dīn ʿAbd Allāh al-Ḥanbalī 4241
ʿAbd al-Karīm b. ʿAbd al-ʿAzīz 4250	ḥam of	Shihāb al- Dīn ʾAḥmad b. Ḥajar 93
Salīm al-Jinānī al-Muʿtaqad 4278	zawj of	zawja Salīm al-Jinnānī al-Muʿtaqad 4280
Nūr al-Dīn ʾAbi l-Ḥasan 4402	zawj of	ʾUmm Sirāj al-Dīn ʿUmar 4403
ʿĪsā al-Maghribī  al-Mulaqqin 4404	zawj of	ʾUmm Sirāj al-Dīn ʿUmar 4403
Muwaffaq al-Dīn ʿAbd Allāh al-Ḥanbalī 4611	in-law of	Nāṣir al-Dīn Naṣr Allāh al-Ḥanbalī 2560
ʾAḥmad b. Muḥammad al-Bīrī 4644	zawj of	ʾUkht Shams al-Dīn ʿAbd Allāh b. Bahlūl 4645
al-Malik al-Ṣāliḥ ʾAḥmad b. ʾIskandar 4686	zawj of	ibnat al-Ẓāhir Majd al-Dīn ʿīsā 4687
al-Malik al-Ṣāliḥ ʾAḥmad b. ʾIskandar 4686	zawj of	ibnat Qarā Yūsuf b. Qarā Muḥammad 4688
Shihāb al-Dīn b. Ẓuhayra 4702	ḥam of	Taqī al-Dīn al-Ḥarāzī 4703
