MATCH	URIS	TOPONYMS
بارجدونة	ARJIDUNA_044W370N_S	أرجدونة
ارجيش	ARJISH_433E390N_S	أرجيش
بالفتق	FUTUQ_412E214N_S	الفتق
صاحك	SAHIK_504E299N_S	صاحك
لالمولتان	MULTAN_714E301N_S	المولتان
لجيل	JIL_496E371N_R	جيلان
ببوشان	BAWSHAN_441E157N_R	بوشان
لاصطهبانان	ISBAHANAT_540E291N_S	الإصبهانات
بفحصالبلوط	FAHSBALLUT_048W386N_R	فحص البلوط
لجبلة	JABALA_359E353N_S	جبلة
دفينة	DATHINA_419E232N_S	الدثينة
وبجازان	JAZAN_425E168N_S,JAZAN_427E169N_R	جازان : جازان
لتلمحري	TALLMAHRA_391E366N_S	تل محرى
وسكلكند	SAKALKAND_709E366N_S	سكلكند
براسالكلب	RASKALB_530E353N_S	رأس الكلب
سبيذ	ISBIDH_599E299N_S	إسبيذ
السد	SUDD_453E236N_R	السد
حروري	HARURI_623E312N_S	حروري
وجويقان	JUWIQAN_598E429N_S	جويقان
لالمداءين	MADAIN_445E330N_S	المدائن
وبراسك	RASK_612E267N_S	راسك
وببطليوث	BATALYUS_069W388N_S	بطليوس
الاندلس	Andalus_RE	الأندلس
وبنهاالعسل	BANHAASAL_311E304N_S	بنها العسل
خركان	JARKAN_517E300N_S	جركان
والابواب	ABWAB_340E174N_S	الأبواب
لمكناسة	MIKNASA_055W339N_S	مكناسة
لبداة	BADA_445E322N_S	بداة
ولايجان	ABKHAN_483E408N_S	الأبخان
جبلبارما	JABALBARIMMA_438E348N_O,JABALBARIMMA_438E349N_O	جبل بارما : جبل بارما
وبقامهل	QAMUHUL_717E236N_S	قامهل
بلشبونة	LISHBUNA_091W387N_S	لشبونة
لجيرنج	JIRANJ_622E374N_S	جيرنج
بابالحديد	BABHADID_670E382N_O	باب الحديد
ولربس	LURBUS_088E361N_S	لربس
ورداع	RADA_448E144N_S,RADA_449E143N_R	رداع : رداع
بعارة	ARA_439E126N_S	عارة
بنوشجانالسفلي	NUSHAJANSUFLA_717E428N_S	نوشجان السفلى
بالمحنة	JUBBA_401E318N_S	الجبة
لمعبربذخشان	MABARBADHAKHSHAN_699E375N_O	معبر بذخشان
لخواكند	KHUWAKAND_710E405N_S	خواكند
قصدار	QUSDAR_665E277N_S	قصدار
لخربتا	KHARIBTA_306E307N_R	خربتا
وبخوي	KHUWI_449E385N_S	خوي
وباستوا	USTUWA_578E370N_R	أستوا
وبسارية	SARIYA_531E365N_S	سارية
ببحيرةارياغ	BUHAYRAARYAGH_064W345N_W	بحيرة أرياغ
ونهرجريب	NAHRJARIYAB_709E383N_W	نهر جريب
لتمليات	TAMLIYAT_695E382N_S	تمليات
بمسروقان	NAHRMASHRUQAN_490E317N_W	نهر مشرقان
بونجكث	BUNJIKATH_676E394N_S	بونجكث
سروزن	SARUZAN_621E311N_S	سروزن
بوزنجرد	BUZANJIRD_489E349N_S	بوزنجرد
باربيل	IRBIL_440E361N_S	إربيل
لرباطافريغون	RIBATAFRIGHUN_652E372N_S	رباط أفريغون
لبانياس	BANIYAS_356E332N_S	بانياس
وبغروند	BAGHRAWAND_431E400N_R	بغروند
بخانالاسد	KHANASAD_522E295N_S	خان الأسد
واباركث	ABARKATH_673E397N_S	أباركث
لهندوان	HINDUWAN_497E302N_S	هندوان
لالخنفس	KHANFAS_407E314N_S	الخنفس
ماجنة	MARMAJANNA_084E354N_S	مرماجنة
مليج	MALIJ_310E305N_S	مليج
وشبورقان	SHABURQAN_657E366N_S	شبورقان
لتبسا	TABASSA_081E353N_S	تبسا
وببطرلية	BATARLIYYA_141E378N_S	بطرلية
وبخليجدقادوس	KHALIJDAQADUS_316E309N_W	خليج دقادوس
كوهبيان	KUHBAYAN_562E313N_S	كوه بيان
بكش	KISHSH_623E301N_S,KISHSH_668E390N_S	كش : كش
لمراغة	MARAGHA_462E373N_S	مراغة
لجنابذ	YUNABIDH_586E342N_S	ينابيذ
ووشقة	WASHQA_003W421N_S	وشقة
ارسبانيكث	ARSUBANIKATH_696E399N_S	أرسبانيكث
وباشتيقان	USHTIQAN_720E406N_S	أشتيقان
بهنديجان	HINDUWAN_497E302N_S,HINDUJAN_513E293N_S	هندوان : هندوجان
بالدرفاني	DARBANA_574E290N_S	الدربانى
ونهرهلمند	NAHRHILMAND_631E304N_W	نهر هلمند
سياهكوه	SIYAHKUH_522E345N_O	سياه كوه
بجبلاللكام	JABALLUKKAM_360E363N_O	جبل اللكام
بماجنة	MARMAJANNA_084E354N_S	مرماجنة
برخوار	BURKHUWAR_516E327N_R	برخوار
وباغماتوريكة	WARIKA_076W314N_S	وريكة
لمنستير	MUNASTIR_108E357N_S	منستير
ازم	AZAM_490E312N_S	أزم
وبنوواريفن	BANUWARIFAN_020E362N_S	بنو واريفن
ثاتورداع	THATWA-RADA_447E144N_R	ثات ورداع
وبالسودقانية	SUDAQANIYYA_436E348N_S	السودقانية
وبالحوراء	HAWRA_373E250N_S	الحوراء
لخانمردويه	KHANMAZDAWAYHI_488E307N_S	خن مزدويهي
ببوميني	BUMINA_297E309N_S	بومينة
بقريةسلم	QARYASALM_592E312N_S	قرية سلم
وهفدر	HAFDAR_561E363N_S	هفدر
وبحجور	HAJUR_435E160N_R	حجور
وبكرو	KARU_516E317N_S	كرو
بطرسوس	TARSUS_349E369N_S	طرسوس
وبلحج	LAHJ_448E130N_S	لحج
لبيان	BAYAN_480E304N_S	بيان
قليبالعمال	QULAYBUMMAL_308E308N_S	قليب العمال
وبقصربنوورداس	QASRBANUWARDAS_084W383N_S	قصر بنو ورداس
وبقنسرين	QINNASRIN_370E359N_S	قنسرين
هرموز	HURMUZ_569E270N_S	هرموز
بكحلان	KAHLAN_448E139N_R	كحلان
للبلة	LABLA_066W373N_S	لبلة
بجدغل	JIDGHIL_719E413N_R	جدغل
ببيتجبرين	BAYTJIBRIL_348E316N_S	بيت جبريل
بالرور	RUR_689E276N_S	الرور
وبروبنج	RUBANJ_544E285N_R	روبنج
وميافارقين	MAYYAFARIQIN_410E381N_S	ميافارقين
بمليج	MALIJ_310E305N_S	مليج
وبالحدادة	HADDADA_548E362N_S	الحدادة
والانبار	ANBAR_437E333N_S,ANBAR_659E362N_S	الأنبار : الأنبار
جديلة	JADILA_429E240N_S	جديلة
لعينتلفافان	TALLFAFAN_417E377N_S	تل فافان
لقفاعة	QUFAA_435E137N_R	قفاعة
لقريةالاس	QARYAAS_539E296N_S	قرية الآس
وبالقرعة	QARA_468E274N_S	القرعة
وبنهرثرثار	NAHRTHARTHAR_430E350N_W	نهر ثرثار
وبروان	BARWAN_485E375N_S,BARWAN_692E351N_S	بروان : بروان
لمغيثةالماوان	MUGHITHAMAWAN_414E250N_S	مغيثة الماوان
بقاسرة	FASIRA_358E356N_S	فاسرة
لب	LAB_072W372N_S	لب
عبداس	ABDAS_473E314N_S	عبداس
لنهرالنيل	NAHRNIL_309E217N_W,NAHRNIL_310E288N_W,NAHRNIL_327E252N_W,NAHRNIL_451E325N_W	نهر النيل : نهر النيل : نهر النيل : نهر النيل
وعرندل	GHARANDAL_351E300N_S	غرندل
بواديسحول	WADISUHUL_440E142N_W	وادي سحول
برباطابوسهل	RIBATABUSAHL_574E401N_S	رباط أبو سهل
وبدرواذ	DARWADH_501E350N_S	درواذ
بدهرويست	DIHBARIST_561E277N_S	ده بارست
ونهرزندروذ	NAHRZANDARUDH_519E324N_W	نهر زندروذ
لمستنك	MASTANJ_668E297N_S	مستنج
لقونية	QUNIYA_324E378N_S	قونية
لشدونة	SHADHUNA_059W364N_S	شذونة
لقانت	QANT_004W383N_S	قانت
ووالش	BALISH_676E296N_R	بالش
بالقرعة	QARA_468E274N_S	القرعة
ارجونة	ARJUNA_040W379N_S	أرجونة
بالوجرة	WAJRA_409E220N_S	الوجرة
والدرفاني	DARBANA_574E290N_S	الدربانى
اليمامة	YAMAMA_467E240N_R	اليمامة
وبالقاهرة	QAHIRA_312E300N_S,QAHIRA_312E300N_S	القاهرة : القاهرة
وقسطانة	QUSTANA_510E354N_S	قسطانة
وماردة	MARIDA_063W388N_S	ماردة
نجاي	NUJAY_564E341N_S	نجاي
البيلقان	BAYLAQAN_474E398N_S	البيلقان
وبدشتبارين	DASHTBARIN_512E292N_S	دشت بارين
الهجر	HAJAR_499E247N_R	الهجر
وبالحمة	HAMMA_081E340N_S	الحمة
وبزرنروذ	NAHRZANDARUDH_519E324N_W	نهر زندروذ
بخشت	KHASH_705E410N_S,KHASHT_513E295N_S,KHASHT_639E343N_S	خاش : خشت : خشت
وبزويلة	ZAWILA_147E257N_S	زويلة
لصبران	SABRAN_672E438N_S	صبران
اسنا	ASNA_325E253N_S	أسنا
ووهران	WAHRAN_006W357N_S	وهران
ونزوة	NAZWA_575E228N_S	نزوة
وبوين	BUWAYN_506E319N_S	بوين
وخسو	KHASU_544E285N_S	خسو
باوة	AWA_505E346N_S	آوة
لكلسارة	KULSARA_470E373N_S	كلسارة
لالمسلح	MISLAH_407E224N_S	المسلح
والنحاسين	NAHHASIN_058W311N_S	النحاسين
لتيماء	TAYMA_385E275N_S	تيماء
شمكور	SHAMKUR_460E409N_S	شمكور
لسردوس	SARDUS_311E301N_S	سردوس
كومير	KUMIZ_572E277N_S	كوميز
وبرمادة	RAMADA_276E310N_S	رمادة
واديطي	WADITAYY_419E270N_R	وادي طي
بلبيرة	LIBIRA_036W372N_S	إلبيرة
ثجر	THAJR_378E288N_S	ثجر
بقنونة	QANAWNA_411E191N_S	قنونة
غمرسرخ	GHAMRSURKH_572E318N_S	غمر سرخ
سجلماسة	SIJILMASA_042W312N_S	سجلماسة
لخانميم	KHANMIM_528E293N_S	خان ميم
وبملحان	MILHAN_434E153N_R	ملحان
واديصلب	WADIRAMS_404E381N_W	وادي الرمس
وحصنمهدي	HISNMAHDI_483E305N_S	حصن مهدي
وبنهرالكر	NAHRKURR_459E412N_W,NAHRKURR_481E401N_W	نهر الكر : نهر الكر
وبالرون	RUN_524E307N_R,QASRAIN_524E308N_S	الرون : قصر أعين
مسقط	MASQAT_586E235N_S	مسقط
مشكوية	MASHKUYA_507E353N_S	مشكوية
بسوقحمزة	SUQHAMZA_039E363N_S	سوق حمزة
لزبالة	ZUBALA_435E294N_S	زبالة
لالبندارية	BUNDARIYYA_309E307N_S	البندارية
لسنك	SINJ_616E374N_S	سنج
بطولقا	TAWLAQA_053E346N_S	طولقا
بمحلةالقياسين	MAHALLAQAYYASIN_668E374N_S	محلة القياسين
نينوي	NINAWA_431E363N_S	نينوى
بقريةبراتكين	QARYABARATIKIN_599E431N_S	قرية براتكين
بنزرت	BANZART_098E372N_S	بنزرت
وبنهرالكلاب	NAHRDHIB_400E380N_W	نهر الذيب
بورواليج	WARWALIJ_688E367N_S	ورواليج
خاناشتران	RIBATABSHUTURAN_559E332N_S	رباط آب شتران
لمورور	MAWRUR_054W371N_S	مورور
بهجروبدر	HUJRWA-BADR_445E139N_R	هجر وبدر
بقوص	QUS_327E259N_S	قوص
بالقيس	QAYS_307E285N_S	القيس
وبسعيداباذ	SAIDABADH_513E363N_S	سعيداباذ
وبواديالسباع	WADISIBA_409E344N_S	وادي السباع
بسنبيل	SANBIL_501E307N_S	سنبيل
بواديخلب	WADIKHULAB_430E167N_W	وادي خلب
لجروجرد	JARUJIRD_618E375N_S	جروجرد
لاستوا	USTUWA_578E370N_R	أستوا
بالحوراء	HAWRA_373E250N_S	الحوراء
ونهرسابور	NAHRSABUR_514E296N_W	نهر سابور
لداريان	DARIYAN_529E295N_S	داريان
وحلوان	HULWAN_312E298N_S,HULWAN_459E344N_S,HULWAN_562E339N_S	حلوان : حلوان : حلوان
وبالخوار	KHUWAR_524E352N_S	الخوار
واصطخر	ISTAKHR_529E299N_S	إصطخر
لنيسابور	NAYSABUR_587E361N_S	نيسابور
والمجدل	MAJDAL_405E365N_S	المجدل
نهرشاش	NAHRSHASH_681E419N_W,NAHRSHASH_719E409N_W	نهر شاش : نهر شاش
هجيرة	HUJAYRA_432E200N_R	هجيرة
بضنكان	DANKAN_423E175N_R	ضنكان
قنونة	QANAWNA_411E191N_S	قنونة
وجاترود	JANZARUDH_569E306N_S	جنزروذ
ببحيرةالبرلس	BUHAYRABURULLUS_308E314N_W	بحيرة البرلس
بمرماجنة	MARMAJANNA_084E354N_S	مرماجنة
الهبير	HABIR_439E284N_R	الهبير
لارمنت	ARMANT_325E256N_S	أرمنت
بطبرستان	TABARISTAN_526E363N_R	طبرستان
المصانع	MASANI_439E155N_R	المصانع
ببارجمت	BARJAMT_116E330N_S	بارجمت
بكربلاء	KARBALA_440E326N_S	كربلاء
وواديعلاقي	WADIALLAQI_329E229N_W	وادي علاقي
ومالقة	MALIQA_044W367N_S	مالقة
لخيرة	KHAYAR_539E292N_S	خيار
بتلعبدا	TALLABDA_387E366N_S	تل عبدا
وعلث	ALTH_440E340N_S	علث
بجنبذملجان	JUNBADHMALLAGHAN_508E302N_S	جنبذ ملغان
بجبالعوسج	JUBBAWSAJ_273E310N_S	جب العوسج
لورثان	WARTHAN_476E395N_S	ورثان
وصربط	WADISARBAT_414E380N_W	وادي صربط
وسوج	SUKH_712E399N_S	سوخ
لالجنفس	KHANFAS_407E314N_S	الخنفس
لجنبذملجان	JUNBADHMALLAGHAN_508E302N_S	جنبذ ملغان
وبهزار	HAZAR_524E299N_S	هزار
لجبلالحريث	JABALHARITH_442E399N_O	جبل الحريث
وبصرة	BASRA_058W348N_S	بصرة
العريش	ARISH_338E311N_S	العريش
الديلم	Daylam_RE,DAYLAMAN_505E366N_R	الديلم : ديلمان
نهرالقاطول	NAHRQATUL_444E339N_W	نهر القاطول
لالحردة	HIRDA_427E152N_S	الحردة
لكيت	KIT_590E420N_S	كيت
زويلة	ZAWILA_147E257N_S	زويلة
بتنينير	TUNANIR_408E363N_S	تنانير
وهرمزالملك	HURMUZMALIK_579E290N_S	هرمز الملك
كمخ	KAMAKH_390E395N_S	كمخ
وبنهرالذيب	NAHRDHIB_400E380N_W	نهر الذيب
كتانة	KATANA_102E336N_S	كتانة
ايوانة	AYWANA_442E338N_S	أيوانة
لنهرالقاطول	NAHRQATUL_444E339N_W	نهر القاطول
والوس	ALUS_424E339N_S	آلوس
وتهامة	TIHAMA_425E175N_R	تهامة
الطاق	TAQ_621E306N_S	الطاق
ببثيرة	BUTHIRA_142E371N_S	بثيرة
جبحليمان	HALIMAN_222E327N_S	حليمان
وبقليبالعمال	QULAYBUMMAL_308E308N_S	قليب العمال
بهرمزفره	HURMUZFARRAH_616E376N_S,HURMUZFARRAH_616E376N_W	هرمز فره : هرمز فره
وبنهرسكان	NAHRSAKKAN_531E285N_W	نهر سكان
الاجيفر	UJAYFIR_387E316N_S	الأجيفر
وبذوجرة	DHUJURRA_446E154N_R	ذو جرة
لزرداباذ	ZIRADABADH_553E366N_S	زرداباذ
خلار	KHULLAR_521E299N_S	خلار
بتطيلة	TUTILA_016W420N_S	تطيلة
ليبنا	YUBNA_347E318N_S	يبنا
وبمستنك	MASTANJ_668E297N_S	مستنج
العقير	UQAYR_502E255N_S	العقير
بخانازادمرد	RAYKAN_526E285N_S	رايكان
رعين	RUAYN_445E144N_R	رعين
ذاتالحمام	DHATHUMAM_293E308N_S	ذات الحمام
وبدزفول	DIZ_484E323N_S	الدز
ببيريس	BAYRIS_305E245N_S	بيريس
وبالغوطة	GHUTA_364E335N_W	الغوطة
بقرين	QURAYN_395E214N_S	قرين
بقصرالعطش	QASRATISH_181E305N_S	قصر العطش
لبابالابواب	BABABWAB_483E420N_S	باب الأبواب
وسوس	SUS_482E322N_S	سوس
وبحيرةطبرية	BUHAYRATABARIYYA_355E328N_W	بحيرة طبرية
لنهرايلاق	NAHRILAQ_699E409N_W,NAHRILAQ_700E409N_W	نهر إيلاق : نهر إيلاق
لجيجل	JIJIL_057E367N_S	جيجل
كومشريك	KUMSHARIK_307E306N_S	كوم شريك
ومورور	MAWRUR_054W371N_S	مورور
وشجرد	WASHJIRD_692E384N_S	وشجرد
وبانطاكية	ANTAKIYYA_361E361N_S	أنطاكية
منتيشة	MANTISHA_036W398N_S	منتيشة
وقانت	QANT_004W383N_S	قانت
لكوك	KUK_577E298N_S	كوك
خليجبنوجميع	KHALIJBANUJUMAY_408E345N_S	خليج بنو جميع
وبقير	QIR_530E284N_S	قير
وبدمسيس	DAMSIS_312E308N_S	دمسيس
وبواديمور	WADIMAWR_430E156N_W	وادي مور
وفردين	FIRZIN_567E299N_S	فرزين
لقريةالجوز	HURMUZMALIK_579E290N_S	هرمز الملك
لبطنالريف	BATNRIF_310E308N_R	بطن الريف
لشذونة	SHADHUNA_059W364N_S	شذونة
نوبندجان	NUBANDAJAN_515E301N_S	نوبندجان
لمسجدابراهيم	HABRA_350E315N_S	حبرة
لالشقور	ARJIKUK_014W352N_S	أرجكوك
وكرك	KARAK_356E311N_S,KURK_584E288N_S	كرك : كرك
سبسطية	SABASTIYA_351E322N_S	سبسطية
وبجبحماد	JUBBHAMMAD_632E385N_S	جب حماد
ببداة	BADA_445E322N_S	بداة
وشمكور	SHAMKUR_460E409N_S	شمكور
وبخاس	KHASH_705E410N_S	خاش
ونجران	NAJRAN_442E175N_S	نجران
ووايخان	WAYKHAN_601E420N_S	وايخان
لرباطافراوة	RIBATAFRAWA_562E389N_S	رباط أفراوة
باوش	USH_728E405N_S	أوش
شهرستان	SABUR_515E298N_R,SHAHRASTAN_515E298N_S,SHAHRASTAN_552E371N_S	سابور : شهرستان : شهرستان
وبجبلالفضة	JABALFIDDA_614E353N_S,KUHSIM_705E411N_O	جبل الفضة : كوه سيم
بجبلاحد	JABALUHUD_395E246N_O	جبل أحد
بمرجوزهر	MARJWA-ZAHR_509E330N_S	مرج وزهر
لبازنك	BAZIR_498E316N_S	بازير
وسفيد	ISBIDH_599E299N_S	إسبيذ
وبارما	BARIMMA_435E350N_S	بارما
بالسكرية	SUKKARIYYA_346E315N_S	السكرية
وبالكرخ	KARKH_438E342N_S,KARKH_443E333N_S	الكرخ : الكرخ
بخاناويس	KHANRUSHAN_520E312N_S	خان روشن
بكرماطة	QALAKARMATA_043W341N_S	قلعة كرماطة
لجول	JUL_747E428N_S	جول
وبحيرةقدس	BUHAYRAQADAS_355E330N_W	بحيرة قدس
لازيلة	AZILA_059W355N_S	أزيلة
لالانبار	ANBAR_437E333N_S,ANBAR_659E362N_S	الأنبار : الأنبار
وريشهر	RISHAHR_502E303N_S	ريشهر
واراجان	ARRAJAN_502E306N_S	أراجان
وبكوار	KUWAR_526E292N_S	كوار
بالسودان	SUDAN_328E189N_R	السودان
وبمروالروذ	MARWRUDH_633E355N_S	مرو الروذ
نهرالرزب	NAHRRAZB_419E378N_W	نهر الرزب
تيدة	TIDA_308E312N_R	تيدة
لبنطيوس	BANTIYUS_056E346N_S	بنطيوس
بكث	KATH_537E293N_S,KATH_607E417N_S	كث : كث
وبانبو	UNBUWA_329E244N_S	أنبوا
لالقاهرة	QAHIRA_312E300N_S,QAHIRA_312E300N_S	القاهرة : القاهرة
وبالحبشة	HABASHA_391E137N_R	الحبشة
ونسيا	NASA_711E404N_R	نساء
ببحيرةتنيس	BUHAYRATINNIS_319E312N_W	بحيرة تنيس
حضور	HADUR_437E155N_R	حضور
وبقنا	QINA_327E261N_S	قنا
دسكاخانخاس	DASKAKHANKHAS_599E418N_S	دسكاخان خاس
لناتل	NATIL_519E364N_S	ناتل
لترمذ	TIRMIDH_673E372N_S	ترمذ
ثرمة	THIRMA_137E379N_S	ثرمة
بسفرجان	BUSFURJAN_456E395N_R	بسفرجان
حمض	HAMAD_506E247N_S	حمض
وببادرايا	BADARAYA_459E330N_S	بادرايا
بتازة	TIZA_040W342N_S	تيزا
بخوجان	KHUJAN_584E369N_S	خوجان
وبافريقيا	Maghrib_RE	إفريقية
لالمصيصة	MISSISA_356E369N_S	المصيصة
لكثة	YAZD_543E319N_S	يزد
زيتان	ZAYTUN_503E305N_S	زيتون
فيشابور	FAYSHABUR_424E370N_S	فيشابور
ببغراس	BAGHRAS_362E364N_S	بغراس
وبصهيه	SAHIH_543E297N_S	صهيه
لالثعلبية	THALABIYYA_431E282N_S	الثعلبية
اسيوط	ASYUT_311E271N_S	أسيوط
لبلزمة	BILIZMA_061E356N_S	بلزمة
لويلة	AYLA_349E295N_S	أيلة
وبابل	BABIL_444E325N_S	بابل
والصمان	SAMMAN_472E267N_R	الصمان
لغزة	GHUZZA_019W350N_S,GHAZZA_344E314N_S	غزة : غزة
ببركوي	BARKARI_437E389N_S	بركري
بالجامعان	JAMIAN_444E324N_S	الجامعان
بنيشك	NISHAK_621E308N_R	نيشك
بمالان	MALIN_621E341N_S	مالن
بيترامة	BAYTRAM_356E318N_S	بيت الرام
بالمذيخرة	MUDHAYKHIRA_439E137N_S	المذيخرة
وبركاث	ABARKATH_673E397N_S	أباركث
لنهربربان	NAHRBARBAN_695E378N_W	نهر بربان
منوفالعليا	MANUFULIYA_309E308N_R	منوف العليا
امد	AMID_402E379N_S	آمد
بقلونيةالعوفي	QALUNIYAAWFI_384E403N_S	قلونية العوفي
بشلنبة	SHALANBA_520E356N_S	شلنبة
وبجانة	BAJJANA_024W369N_S	بجانة
لكارزن	KARZIN_531E284N_S	كارزن
السيلحين	SAYLAHIN_440E334N_S	السيلحين
والفتق	FUTUQ_412E214N_S	الفتق
وكدر	KADAR_683E426N_S	كدر
بسبيبة	SABIBA_091E354N_S	سبيبة
وبواديسبو	WADISABU_059W344N_W	وادي سبو
بولواليز	WARWALIJ_688E367N_S	ورواليج
والنهروان	NAHRAWAN_445E334N_S	النهروان
ونهرالملك	NAHRMALIK_443E330N_S,NAHRMALIK_445E329N_W	نهر الملك : نهر الملك
لمنازكرد	MALAZKIRD_425E391N_S	ملازكرد
بقسطيلية	QASTILIYA_082E338N_R	قسطيلية
طلابرة	TALABIRA_048W399N_S	طلبيرة
وبجسرسمور	JISRSAMUR_484E418N_S	جسر سمور
ووبير	UBAYR_367E307N_S	أبير
لجرج	KURK_584E288N_S	كرك
بنهرخرماروذ	NAHRKHURMARUDH_553E370N_W	نهر خرماروذ
وفاسرة	FASIRA_358E356N_S	فاسرة
لنقاد	NUQAD_727E403N_R	نقاد
لعمان	AMMAN_359E319N_S,UMAN_564E238N_R	عمان : عمان
وبالابلة	UBULLA_478E304N_S	الأبلة
فاسرة	FASIRA_358E356N_S	فاسرة
لبعلبك	BALABAKK_361E340N_S	بعلبك
لكرك	KARAK_356E311N_S,KURK_584E288N_S	كرك : كرك
وبطرابلس	ATRABULUS_131E328N_S,ATRABULUS_358E344N_S	أطرابلس : أطرابلس
وبوشقة	WASHQA_003W421N_S	وشقة
وبالمشهد	MASHHAD_595E361N_S,NUQAN_595E362N_S	المشهد : النوقان
لاونس	UNAS_559E302N_S	أونس
الاحساء	AHSA_495E253N_S	الأحساء
غرجالشار	GHARJSHAR_644E348N_R	غرج الشار
جرزان	JURZAN_432E425N_R	جرزان
روذة	RUDHA_497E351N_S	روذة
لهلبك	HULBUK_698E378N_S	هلبك
لماهالبصرة	NIHAWAND_483E342N_S	نهاوند
بروار	ZAWAR_568E312N_S	زاور
وبعينتلفافان	TALLFAFAN_417E377N_S	تل فافان
لطبرمين	TABARMIN_152E378N_S	طبرمين
