id	region	lon	lat	topType	topTypeAlt	translitTitle	arTitle	translitTitleOther	arTitleOther	searchNames	arBW
QASRIBNNAZI_403E374N_S_AQUR	Aqur	40.32760	37.40829	waystations	etape	Qaṣr Ibn Nāziʿ	قصر إبن نازع	Qaṣr Ibn Nāziʿ, Qaṣr Banū Nāziʿ	قصر إبن نازع، قصر بنو نازع	Qasr Ibn Nazi, Qasr Banu Nazi	Qasr Ibn Nazi, Qasr Banu Nazi
JAHSHIYYA_404E366N_S_AQUR	Aqur	40.41354	36.65489	towns	cite	al-Ǧaḥšiyyaŧ	ﭐلجحشية	al-Ǧaḥšiyyaŧ	ﭐلجحشية	al-Jahshiyya	al-Jahshiyya
WADIRAMS_404E381N_W_AQUR	Aqur	40.42465	38.18191	waters	riviere	Wādī al-Rams	وادي ﭐلرمس	Wādī al-Rams, al-Rass, Wādī Ṣalb	وادي ﭐلرمس، ﭐلرس، وادي صلب	Wadi al-Rams, al-Rass, Wadi Salb	Wadi al-Rams, al-Rass, Wadi Salb
KAFARTUTHA_404E369N_S_AQUR	Aqur	40.42704	36.98749	towns	cite	Kafartūṯā	كفرتوثا	Kafartūṯā	كفرتوثا	Kafartutha	Kafartutha
QARQISIYYA_404E351N_S_AQUR	Aqur	40.43747	35.14620	towns	cite	Qarqīsiyyaŧ	قرقيسية	Qarqīsiyyaŧ	قرقيسية	Qarqisiyya	Qarqisiyya
QAMARTI_404E348N_S_AQUR	Aqur	40.45161	34.81073	waystations	etape	al-Qamarṭī	ﭐلقمرطي	al-Qamarṭī, al-Qamraṭī	ﭐلقمرطي، ﭐلقمرطي	al-Qamarti, al-Qamrati	al-Qamarti, al-Qamrati
RAHBAMALIKIBNTAWQ_404E349N_S_AQUR	Aqur	40.45784	34.98817	towns	cite	Raḥbaŧ Malik Ibn Ṭawq	رحبة ملك إبن طوق	Raḥbaŧ Malik Ibn Ṭawq	رحبة ملك إبن طوق	Rahba Malik Ibn Tawq	Rahba Malik Ibn Tawq
MAJDAL_405E365N_S_AQUR	Aqur	40.55153	36.53446	towns	cite	al-Maǧdal	ﭐلمجدل	al-Maǧdal	ﭐلمجدل	al-Majdal	al-Majdal
RIBATDHUQARNAYN_405E385N_S_AQUR	Aqur	40.56071	38.57565	waystations	forteresse	Ribāṭ Ḏū al-Qarnayn	رباط ذو ﭐلقرنين	Ribāṭ Ḏū al-Qarnayn	رباط ذو ﭐلقرنين	Ribat Dhu al-Qarnayn	Ribat Dhu al-Qarnayn
FASH_405E349N_S_AQUR	Aqur	40.56368	34.92311	waystations	etape	al-Fāš	ﭐلفاش	al-Fāš	ﭐلفاش	al-Fash	al-Fash
DUNAYSIR_405E371N_S_AQUR	Aqur	40.58146	37.16749	villages	localite	Dunaysīr	دنيسير	Dunaysīr	دنيسير	Dunaysir	Dunaysir
SUKAYRABBAS_405E352N_S_AQUR	Aqur	40.58767	35.24207	towns	cite	Sukayr al-ʿAbbās	سكير ﭐلعباس	Sukayr al-ʿAbbās	سكير ﭐلعباس	Sukayr al-Abbas	Sukayr al-Abbas
FUDAYN_405E354N_S_AQUR	Aqur	40.59626	35.41480	towns	cite	al-Fudayn	ﭐلفدين	al-Fudayn	ﭐلفدين	al-Fudayn	al-Fudayn
SUWWAR_406E354N_S_AQUR	Aqur	40.65491	35.49287	towns	cite	al-Ṣuwwār	ﭐلصوار	al-Ṣuwwār	ﭐلصوار	al-Suwwar	al-Suwwar
DIYARBAKR_406E378N_R_AQUR	Aqur	40.67909	37.84795	regions	circonscription	Diyār Bakr	ديار بكر	Diyār Bakr	ديار بكر	Diyar Bakr	Diyar Bakr
ARABAN_406E360N_S_AQUR	Aqur	40.69403	36.05814	capitals	capitale	ʿArabān	عربان	ʿArabān	عربان	Araban	Araban
MARDIN_407E373N_S_AQUR	Aqur	40.71117	37.30186	towns	cite	Mārdīn	ماردين	Mārdīn	ماردين	Mardin	Mardin
HUSAYN_407E356N_S_AQUR	Aqur	40.71642	35.62321	towns	cite	al-Ḥuṣayn	ﭐلحصين	al-Ḥuṣayn	ﭐلحصين	al-Husayn	al-Husayn
NAHRKHABUR_407E355N_W_AQUR	Aqur	40.73502	35.50335	waters	riviere	Nahr al-Ḫābūr	نهر ﭐلخابور	Nahr al-Ḫābūr	نهر ﭐلخابور	Nahr al-Khabur	Nahr al-Khabur
DALIYA_407E347N_S_AQUR	Aqur	40.74111	34.71355	towns	cite	al-Dāliyaŧ	ﭐلدالية	al-Dāliyaŧ	ﭐلدالية	al-Daliya	al-Daliya
MATARIYYA_407E361N_S_AQUR	Aqur	40.75853	36.19626	villages	localite	al-Maṭariyyaŧ	ﭐلمطرية	al-Maṭariyyaŧ	ﭐلمطرية	al-Matariyya	al-Matariyya
MIKISIN_407E357N_S_AQUR	Aqur	40.75934	35.74173	towns	cite	Mīkisīn	ميكسين	Mīkisīn, Maykisīn, Mākisīn	ميكسين، ميكسين، ماكسين	Mikisin, Maykisin, Makisin	Mikisin, Maykisin, Makisin
TABAN_407E361N_S_AQUR	Aqur	40.76153	36.16114	towns	cite	Ṭābān	طابان	Ṭābān, Ṭalabān	طابان، طلبان	Taban, Talaban	Taban, Talaban
FURDA_407E346N_S_AQUR	Aqur	40.78158	34.67900	villages	localite	al-Furḍaŧ	ﭐلفرضة	al-Furḍaŧ	ﭐلفرضة	al-Furda	al-Furda
KHALIJBANUJUMAY_408E345N_S_AQUR	Aqur	40.85162	34.54577	waystations	etape	Ḫalīǧ Banū Ǧumayʿ	خليج بنو جميع	Ḫalīǧ Banū Ǧumayʿ	خليج بنو جميع	Khalij Banu Jumay	Khalij Banu Jumay
THURABDIN_408E374N_S_AQUR	Aqur	40.86321	37.40165	towns	canton	Ṯūr ʿAbdīn	ثور عبدين	Ṯūr ʿAbdīn	ثور عبدين	Thur Abdin	Thur Abdin
TUNANIR_408E363N_S_AQUR	Aqur	40.87703	36.38969	towns	cite	Tunānīr	تنانير	Tunānīr, Tunaynīr	تنانير، تنينير	Tunanir, Tunaynir	Tunanir, Tunaynir
SHAMSINIYYA_409E358N_S_AQUR	Aqur	40.90954	35.86703	towns	cite	al-Šamsīniyyaŧ	ﭐلشمسينية	al-Šamsīniyyaŧ, al-Šamsāniyyaŧ	ﭐلشمسينية، ﭐلشمسانية	al-Shamsiniyya, al-Shamsaniyya	al-Shamsiniyya, al-Shamsaniyya
WADISIBA_409E344N_S_AQUR	Aqur	40.92477	34.42004	waystations	etape	Wādī al-Sibāʿ	وادي ﭐلسباع	Wādī al-Sibāʿ	وادي ﭐلسباع	Wadi al-Siba	Wadi al-Siba
DARA_409E371N_S_AQUR	Aqur	40.94689	37.18527	towns	cite	Dārā	دارا	Dārā	دارا	Dara	Dara
MAYYAFARIQIN_410E381N_S_AQUR	Aqur	41.00798	38.14322	towns	cite	Mayyāfāriqīn	ميافارقين	Mayyāfāriqīn	ميافارقين	Mayyafariqin	Mayyafariqin
MUNKHARIQ_411E353N_S_AQUR	Aqur	41.13557	35.33548	towns	cite?	al-Munḫariq	ﭐلمنخرق	al-Munḫariq	ﭐلمنخرق	al-Munkhariq	al-Munkhariq
DAZIQI_411E343N_S_AQUR	Aqur	41.15980	34.33397	waystations	etape	Dāziqī	دازقي	Dāziqī	دازقي	Daziqi	Daziqi
WADIMASULIYAT_411E379N_W_AQUR	Aqur	41.17006	37.98330	waters	riviere	Wādī Masūliyāt	وادي مسوليات	Wādī Masūliyāt, Nahr Sātīdamā, Wādī Sātīdamā	وادي مسوليات، نهر ساتيدما، وادي ساتيدما	Wadi Masuliyat, Nahr Satidama, Wadi Satidama	Wadi Masuliyat, Nahr Satidama, Wadi Satidama
NASIBIN_412E370N_S_AQUR	Aqur	41.22167	37.05514	towns	cite	Naṣībīn	نصيبين	Naṣībīn	نصيبين	Nasibin	Nasibin
NAHRHIRMAS_412E371N_W_AQUR	Aqur	41.24817	37.13080	waters	riviere	Nahr al-Hirmās	نهر ﭐلهرماس	Nahr al-Hirmās	نهر ﭐلهرماس	Nahr al-Hirmas	Nahr al-Hirmas
BUHAYRAKHATUNIYYA_412E363N_W_AQUR	Aqur	41.25352	36.38728	waters	lac	Buḥayraŧ Ḫātūniyyaŧ	بحيرة خاتونية	Buḥayraŧ Ḫātūniyyaŧ	بحيرة خاتونية	Buhayra Khatuniyya	Buhayra Khatuniyya
TALLFARASHA_413E369N_S_AQUR	Aqur	41.34352	36.98150	villages	localite	Tall Farāšaŧ	تل فراشة	Tall Farāšaŧ	تل فراشة	Tall Farasha	Tall Farasha
HISNKAYFA_414E377N_S_AQUR	Aqur	41.42113	37.70021	towns	cite	Ḥiṣn Kayfā	حصن كيفا	Ḥiṣn Kayfā	حصن كيفا	Hisn Kayfa	Hisn Kayfa
WADISARBAT_414E380N_W_AQUR	Aqur	41.49366	38.01078	waters	riviere	Wādī Ṣarbaṭ	وادي صربط	Wādī Ṣarbaṭ, Nahr Ṣarbaṭ, Ṣarbaṭ	وادي صربط، نهر صربط، صربط	Wadi Sarbat, Nahr Sarbat, Sarbat	Wadi Sarbat, Nahr Sarbat, Sarbat
NIHIYYA_415E343N_S_AQUR	Aqur	41.55670	34.39307	towns	cite	al-Nihiyyaŧ	ﭐلنهية	al-Nihiyyaŧ	ﭐلنهية	al-Nihiyya	al-Nihiyya
JIBAL_416E362N_S_AQUR	Aqur	41.62102	36.23740	towns	cite	al-Ǧibāl	ﭐلجبال	al-Ǧibāl, ʿAyn al-Ǧibāl	ﭐلجبال، عين ﭐلجبال	al-Jibal, Ayn al-Jibal	al-Jibal, Ayn al-Jibal
ARZAN_416E379N_S_AQUR	Aqur	41.65964	37.97890	villages	localite	Arzan	أرزن	Arzan	أرزن	Arzan	Arzan
ADHRAMA_417E369N_S_AQUR	Aqur	41.72002	36.99109	towns	cite	Aḏramaŧ	أذرمة	Aḏramaŧ	أذرمة	Adhrama	Adhrama
TALLFAFAN_417E377N_S_AQUR	Aqur	41.78238	37.72559	towns	cite	Tall Fāfān	تل فافان	Tall Fāfān, ʿAyn Tall Fāfān	تل فافان، عين تل فافان	Tall Fafan, Ayn Tall Fafan	Tall Fafan, Ayn Tall Fafan
SINJAR_418E363N_S_AQUR	Aqur	41.89101	36.32446	towns	cite	Sinǧār	سنجار	Sinǧār	سنجار	Sinjar	Sinjar
TANZA_419E377N_S_AQUR	Aqur	41.91628	37.78735	villages	localite	Ṭanzaŧ	طنزة	Ṭanzaŧ	طنزة	Tanza	Tanza
ANA_419E344N_S_AQUR	Aqur	41.95904	34.43481	towns	cite	ʿĀnaŧ	عانة	ʿĀnaŧ	عانة	Ana	Ana
NAHRRAZB_419E378N_W_AQUR	Aqur	41.97905	37.88869	waters	riviere	Nahr al-Razb	نهر ﭐلرزب	Nahr al-Razb, al-Razm, al-Zarm	نهر ﭐلرزب، ﭐلرزم، ﭐلزرم	Nahr al-Razb, al-Razm, al-Zarm	Nahr al-Razb, al-Razm, al-Zarm
DIYARRABIA_419E366N_R_AQUR	Aqur	41.99451	36.65368	regions	circonscription	Diyār Rabīʿaŧ	ديار ربيعة	Diyār Rabīʿaŧ	ديار ربيعة	Diyar Rabia	Diyar Rabia
BARQAID_420E369N_S_AQUR	Aqur	42.07551	36.95274	towns	cite	Barqaʿīd	برقعيد	Barqaʿīd	برقعيد	Barqaid	Barqaid
BADLIS_421E383N_S_AQUR	Aqur	42.13266	38.39550	towns	cite	Badlīs	بدليس	Badlīs, Bidlīs	بدليس، بدليس	Badlis, Bidlis	Badlis, Bidlis
FUHAYMA_421E342N_S_AQUR	Aqur	42.18317	34.23688	villages	localite	al-Fuḥaymaŧ	ﭐلفحيمة	al-Fuḥaymaŧ	ﭐلفحيمة	al-Fuhayma	al-Fuhayma
JAZIRAIBNUMAR_421E372N_R_AQUR	Aqur	42.19943	37.28521	regions	territoire	Ǧazīraŧ Ibn ʿUmar	جزيرة إبن عمر	Ǧazīraŧ Ibn ʿUmar	جزيرة إبن عمر	Jazira Ibn Umar	Jazira Ibn Umar
HADITHA_423E341N_S_AQUR	Aqur	42.38707	34.10682	towns	cite	al-Ḥadīṯaŧ	ﭐلحديثة	al-Ḥadīṯaŧ	ﭐلحديثة	al-Haditha	al-Haditha
ALUS_424E339N_S_AQUR	Aqur	42.41353	33.98559	towns	cite	Ālūs	آلوس	Ālūs, Ālūsā	آلوس، آلوسا	Alus, Alusa	Alus, Alusa
FAYSHABUR_424E370N_S_AQUR	Aqur	42.43096	37.04735	towns	cite	Fayšābūr	فيشابور	Fayšābūr	فيشابور	Fayshabur	Fayshabur
BAAYNATHA_424E366N_S_AQUR	Aqur	42.43701	36.66090	towns	cite	Bāʿaynāṯā	باعيناثا	Bāʿaynāṯā	باعيناثا	Baaynatha	Baaynatha
TALLAFAR_424E363N_S_AQUR	Aqur	42.49401	36.36312	towns	cite	Tall Aʿfar	تل أعفر	Tall Aʿfar	تل أعفر	Tall Afar	Tall Afar
KHIZANA_425E339N_S_AQUR	Aqur	42.50069	33.98430	waystations	etape?	al-Ḫizānaŧ	ﭐلخزانة	al-Ḫizānaŧ	ﭐلخزانة	al-Khizana	al-Khizana
JABALJUDI_425E373N_O_AQUR	Aqur	42.51884	37.36064	sites	montagne	Ǧabal al-Ǧūdī	جبل ﭐلجودي	Ǧabal al-Ǧūdī	جبل ﭐلجودي	Jabal al-Judi	Jabal al-Judi
MALAZKIRD_425E391N_S_AQUR	Aqur	42.55713	39.14370	towns	cite	Malāzkird	ملازكرد	Malāzkird, Malāzǧird, Manāzǧird	ملازكرد، ملازجرد، منازجرد	Malazkird, Malazjird, Manazjird	Malazkird, Malazjird, Manazjird
THAMANIN_426E373N_S_AQUR	Aqur	42.64158	37.31295	towns	cite	Ṯamānīn	ثمانين	Ṯamānīn	ثمانين	Thamanin	Thamanin
HADR_426E357N_S_AQUR	Aqur	42.69628	35.79513	towns	cite	al-Ḥaḍr	ﭐلحضر	al-Ḥaḍr	ﭐلحضر	al-Hadr	al-Hadr
HASANIYYA_427E371N_S_AQUR	Aqur	42.72248	37.11078	towns	cite	al-Ḥasaniyyaŧ	ﭐلحسنية	al-Ḥasaniyyaŧ	ﭐلحسنية	al-Hasaniyya	al-Hasaniyya
BALAD_427E364N_S_AQUR	Aqur	42.75800	36.47417	towns	cite	Balad	بلد	Balad	بلد	Balad	Balad
MAHLABIYYA_427E362N_S_AQUR	Aqur	42.76550	36.25676	villages	localite	al-Maḥlabiyyaŧ	ﭐلمحلبية	al-Maḥlabiyyaŧ	ﭐلمحلبية	al-Mahlabiyya	al-Mahlabiyya
KHABURHASANIYYA_428E370N_W_AQUR	Aqur	42.80477	37.06628	waters	riviere	Ḫābūr al-Ḥasaniyyaŧ	خابور ﭐلحسنية	Ḫābūr al-Ḥasaniyyaŧ	خابور ﭐلحسنية	Khabur al-Hasaniyya	Khabur al-Hasaniyya
MALATHAYA_429E368N_S_AQUR	Aqur	42.96350	36.81597	towns	cite	Maʿlaṯāyaŧ	معلثاية	Maʿlaṯāyaŧ	معلثاية	Malathaya	Malathaya
SHAHHAJIYYA_429E362N_S_AQUR	Aqur	42.96650	36.27006	waystations	etape	al-Šaḥḥāǧiyyaŧ	ﭐلشحاجية	al-Šaḥḥāǧiyyaŧ	ﭐلشحاجية	al-Shahhajiyya	al-Shahhajiyya
NAHRTHARTHAR_430E350N_W_AQUR	Aqur	43.04545	35.00028	waters	riviere	Nahr Ṯarṯār	نهر ثرثار	Nahr Ṯarṯār	نهر ثرثار	Nahr Tharthar	Nahr Tharthar
MAZARII_430E366N_S_AQUR	Aqur	43.05500	36.63683	villages	localite	Mazāriʿī	مزارعي	Mazāriʿī	مزارعي	Mazarii	Mazarii
MAWSIL_431E363N_S_AQUR	Aqur	43.12700	36.32809	capitals	capitale	al-Mawṣil	ﭐلموصل	al-Mawṣil	ﭐلموصل	al-Mawsil	al-Mawsil
NINAWA_431E363N_S_AQUR	Aqur	43.17500	36.35104	towns	cite	Nīnawá	نينوى	Nīnawá, Nūnawā	نينوى، نونوا	Ninawa, Nunawa	Ninawa, Nunawa
MARJJUHAYNA_432E361N_S_AQUR	Aqur	43.26652	36.14235	towns	cite	Marǧ Ǧuhaynaŧ	مرج جهينة	Marǧ Ǧuhaynaŧ, Mar Ǧuhaynaŧ	مرج جهينة، مر جهينة	Marj Juhayna, Mar Juhayna	Marj Juhayna, Mar Juhayna
BAQIA_433E356N_S_AQUR	Aqur	43.32428	35.62554	waystations	etape	al-Baqīʿaŧ	ﭐلبقيعة	al-Baqīʿaŧ	ﭐلبقيعة	al-Baqia	al-Baqia
BAASHIQA_433E364N_S_AQUR	Aqur	43.36699	36.41022	villages	bourgade	Bāʿašīqā	باعشيقا	Bāʿašīqā	باعشيقا	Baashiqa	Baashiqa
HADITHA_433E360N_S_AQUR	Aqur	43.39249	36.02054	towns	cite	al-Ḥadīṯaŧ	ﭐلحديثة	al-Ḥadīṯaŧ	ﭐلحديثة	al-Haditha	al-Haditha
NAHRDIJLA_436E346N_W_AQUR	Aqur	43.60422	34.69499	waters	riviere	Nahr Diǧlaŧ	نهر دجلة	Nahr Diǧlaŧ	نهر دجلة	Nahr Dijla	Nahr Dijla
ZABKABIR_438E363N_W_AQUR	Aqur	43.87398	36.37520	waters	riviere	Zāb al-Kabīr	زاب ﭐلكبير	Zāb al-Kabīr, Zāb al-Aʿlá	زاب ﭐلكبير، زاب ﭐلأعلى	Zab al-Kabir, Zab al-Ala	Zab al-Kabir, Zab al-Ala
ZABSAGHIR_441E356N_W_AQUR	Aqur	44.10965	35.64182	waters	riviere	Zāb al-Ṣaġīr	زاب ﭐلصغير	Zāb al-Ṣaġīr, Zāb al-Asfal	زاب ﭐلصغير، زاب ﭐلأسفل	Zab al-Saghir, Zab al-Asfal	Zab al-Saghir, Zab al-Asfal
NAHRFURAT_412E344N_W_AQUR	Aqur/Iraq	41.21428	34.45727	waters	riviere	Nahr al-Furāt	نهر ﭐلفرات	Nahr al-Furāt	نهر ﭐلفرات	Nahr al-Furat	Nahr al-Furat
TABUK_365E283N_S_BADI	Badiyat al-Arab	36.50620	28.37114	towns	cite	Tabūk	تبوك	Tabūk	تبوك	Tabuk	Tabuk
UBAYR_367E307N_S_BADI	Badiyat al-Arab	36.70106	30.73317	waystations	etape	Ubayr	أبير	Ubayr, Wubayr	أبير، وبير	Ubayr, Wubayr	Ubayr, Wubayr
ANAK_367E323N_S_BADI	Badiyat al-Arab	36.79381	32.31179	waystations	etape	al-Aʿnak	ﭐلأعنك	al-Aʿnak	ﭐلأعنك	al-Anak	al-Anak
AZRAQ_368E318N_S_BADI	Badiyat al-Arab	36.87768	31.84612	waystations	etape	al-Azraq	ﭐلأزرق	al-Azraq	ﭐلأزرق	al-Azraq	al-Azraq
AWNID_369E316N_S_BADI	Badiyat al-Arab	36.92899	31.64055	waystations	etape	al-ʿAwnīd	ﭐلعونيد	al-ʿAwnīd	ﭐلعونيد	al-Awnid	al-Awnid
MUHDATHA_371E315N_S_BADI	Badiyat al-Arab	37.15494	31.51278	waystations	etape	al-Muḥdaṯaŧ	ﭐلمحدثة	al-Muḥdaṯaŧ	ﭐلمحدثة	al-Muhdatha	al-Muhdatha
JUNAYNA_371E279N_S_BADI	Badiyat al-Arab	37.19786	27.92136	waystations	etape	al-Ǧunaynaŧ	ﭐلجنينة	al-Ǧunaynaŧ	ﭐلجنينة	al-Junayna	al-Junayna
BAQIA_373E322N_S_BADI	Badiyat al-Arab	37.32662	32.21167	waystations	etape	al-Baqīʿaŧ	ﭐلبقيعة	al-Baqīʿaŧ	ﭐلبقيعة	al-Baqia	al-Baqia
GHURRABA_373E313N_S_BADI	Badiyat al-Arab	37.34142	31.36925	towns	cite	al-Ġurrabaŧ	ﭐلغربة	al-Ġurrabaŧ	ﭐلغربة	al-Ghurraba	al-Ghurraba
AJWALI_374E298N_S_BADI	Badiyat al-Arab	37.43170	29.87858	waystations	etape	al-Aǧwalī	ﭐلأجولي	al-Aǧwalī	ﭐلأجولي	al-Ajwali	al-Ajwali
MUHDATHA_374E277N_S_BADI	Badiyat al-Arab	37.46327	27.73026	waystations	etape	al-Muḥdaṯaŧ	ﭐلمحدثة	al-Muḥdaṯaŧ	ﭐلمحدثة	al-Muhdatha	al-Muhdatha
NABK_374E312N_S_BADI	Badiyat al-Arab	37.46475	31.21242	waystations	pointdeau	al-Nabk	ﭐلنبك	al-Nabk	ﭐلنبك	al-Nabk	al-Nabk
QURAKIR_377E313N_S_BADI	Badiyat al-Arab	37.75187	31.32585	waystations	etape	Qurākir	قراكر	Qurākir, Qurāqir	قراكر، قراقر	Qurakir, Quraqir	Qurakir, Quraqir
AQRA_378E271N_S_BADI	Badiyat al-Arab	37.83126	27.15186	waystations	etape	al-Aqrāʿ	ﭐلأقراع	al-Aqrāʿ	ﭐلأقراع	al-Aqra	al-Aqra
SUWA_378E337N_S_BADI	Badiyat al-Arab	37.85153	33.72767	waystations	etape	Suwá	سوى	Suwá	سوى	Suwa	Suwa
THAJR_378E288N_S_BADI	Badiyat al-Arab	37.89149	28.87521	waystations	pointdeau	Ṯaǧr	ثجر	Ṯaǧr	ثجر	Thajr	Thajr
BATNSIRR_379E308N_R_BADI	Badiyat al-Arab	37.96500	30.86285	regions	region	Baṭn al-Sirr	بطن ﭐلسر	Baṭn al-Sirr	بطن ﭐلسر	Batn al-Sirr	Batn al-Sirr
SAIDA_379E321N_S_BADI	Badiyat al-Arab	37.98572	32.13274	waystations	etape	al-Sāʿidaŧ	ﭐلساعدة	al-Sāʿidaŧ	ﭐلساعدة	al-Saida	al-Saida
JARBA_381E304N_S_BADI	Badiyat al-Arab	38.12681	30.48436	waystations	mares	al-Ǧarbā	ﭐلجربا	al-Ǧarbā, al-Ǧarbá	ﭐلجربا، ﭐلجربى	al-Jarba, al-Jarba	al-Jarba, al-Jarba
TAYMA_385E275N_S_BADI	Badiyat al-Arab	38.52000	27.58081	towns	cite	Taymāʾ	تيماء	Taymāʾ	تيماء	Tayma	Tayma
RAWARA_386E320N_S_BADI	Badiyat al-Arab	38.64087	32.03911	waystations	etape	al-Rawārá	ﭐلروارى	al-Rawārá, al-Dawārá	ﭐلروارى، ﭐلدوارى	al-Rawara, al-Dawara	al-Rawara, al-Dawara
ARFAJA_386E299N_S_BADI	Badiyat al-Arab	38.67294	29.99999	waystations	mares	ʿArfaǧāʾ	عرفجاء	ʿArfaǧāʾ	عرفجاء	Arfaja	Arfaja
MUKHRI_387E290N_S_BADI	Badiyat al-Arab	38.70747	29.01767	waystations	pointdeau	Muḫrī	مخري	Muḫrī	مخري	Mukhri	Mukhri
UJAYFIR_387E316N_S_BADI	Badiyat al-Arab	38.71981	31.65819	waystations	etape	al-Uǧayfir	ﭐلأجيفر	al-Uǧayfir	ﭐلأجيفر	al-Ujayfir	al-Ujayfir
QULUFI_395E321N_S_BADI	Badiyat al-Arab	39.59203	32.14778	waystations	etape	al-Qulūfī	ﭐلقلوفي	al-Qulūfī, al-ʿAlawī	ﭐلقلوفي، ﭐلعلوي	al-Qulufi, al-Alawi	al-Qulufi, al-Alawi
KHAFIYYA_396E319N_S_BADI	Badiyat al-Arab	39.67590	31.99770	waystations	etape	al-Ḫafiyyaŧ	ﭐلخفية	al-Ḫafiyyaŧ	ﭐلخفية	al-Khafiyya	al-Khafiyya
HASHIYYA_398E314N_S_BADI	Badiyat al-Arab	39.82192	31.43199	waystations	etape	al-Ḥašiyyaŧ	ﭐلحشية	al-Ḥašiyyaŧ	ﭐلحشية	al-Hashiyya	al-Hashiyya
DAWMAJANDAL_398E297N_S_BADI	Badiyat al-Arab	39.87767	29.75959	villages	localite	Dawmaŧ al-Ǧandal	دومة ﭐلجندل	Dawmaŧ al-Ǧandal	دومة ﭐلجندل	Dawma al-Jandal	Dawma al-Jandal
JUBBA_401E318N_S_BADI	Badiyat al-Arab	40.18305	31.84948	waystations	etape	al-Ǧubbaŧ	ﭐلجبة	al-Ǧubbaŧ, al-Maḥnaŧ	ﭐلجبة، ﭐلمحنة	al-Jubba, al-Mahna	al-Jubba, al-Mahna
KHATTA_407E316N_S_BADI	Badiyat al-Arab	40.70599	31.64853	waystations	etape	al-Ḫaṭṭá	ﭐلخطى	al-Ḫaṭṭá	ﭐلخطى	al-Khatta	al-Khatta
KHANFAS_407E314N_S_BADI	Badiyat al-Arab	40.76716	31.48039	waystations	etape	al-Ḫanfas	ﭐلخنفس	al-Ḫanfas, al-Ḥanfas, al-Ǧanfas	ﭐلخنفس، ﭐلحنفس، ﭐلجنفس	al-Khanfas, al-Hanfas, al-Janfas	al-Khanfas, al-Hanfas, al-Janfas
KHALAT_413E320N_S_BADI	Badiyat al-Arab	41.37298	32.07507	waystations	etape	al-Ḫalāṭ	ﭐلخلاط	al-Ḫalāṭ	ﭐلخلاط	al-Khalat	al-Khalat
JAM_414E316N_S_BADI	Badiyat al-Arab	41.46573	31.67372	waystations	etape	al-Ǧamʿ	ﭐلجمع	al-Ǧamʿ	ﭐلجمع	al-Jam	al-Jam
QURAY_417E315N_S_BADI	Badiyat al-Arab	41.79330	31.51068	waystations	etape	al-Qurāy	ﭐلقراي	al-Qurāy	ﭐلقراي	al-Quray	al-Quray
WADITAYY_419E270N_R_BADI	Badiyat al-Arab	41.94575	27.05571	regions	vallee	Wādī Ṭayy	وادي طي	Wādī Ṭayy	وادي طي	Wadi Tayy	Wadi Tayy
HUSA_420E317N_S_BADI	Badiyat al-Arab	42.07352	31.70731	waystations	etape	al-Ḥusá	ﭐلحسى	al-Ḥusá, al-Ǧusá	ﭐلحسى، ﭐلجسى	al-Husa, al-Jusa	al-Husa, al-Jusa
MANHAB_422E272N_R_BADI	Badiyat al-Arab	42.21215	27.27430	regions	region	al-Manhab	ﭐلمنهب	al-Manhab	ﭐلمنهب	al-Manhab	al-Manhab
AKHDAMIYYA_422E322N_S_BADI	Badiyat al-Arab	42.23928	32.28927	waystations	etape	al-Aḫdamiyyaŧ	ﭐلأخدمية	al-Aḫdamiyyaŧ	ﭐلأخدمية	al-Akhdamiyya	al-Akhdamiyya
SALMA_423E272N_R_BADI	Badiyat al-Arab	42.35028	27.24360	regions	region	Salmā	سلما	Salmā	سلما	Salma	Salma
ABYAD_424E318N_S_BADI	Badiyat al-Arab	42.45438	31.86163	waystations	etape	al-Abyaḍ	ﭐلأبيض	al-Abyaḍ	ﭐلأبيض	al-Abyad	al-Abyad
FAYD_425E270N_S_BADI	Badiyat al-Arab	42.50815	27.06977	towns	cite	Fayd	فيد	Fayd	فيد	Fayd	Fayd
NAHIT_428E314N_S_BADI	Badiyat al-Arab	42.85300	31.49890	waystations	etape	al-Naḥīt	ﭐلنحيت	al-Naḥīt	ﭐلنحيت	al-Nahit	al-Nahit
AJFUR_429E274N_S_BADI	Badiyat al-Arab	42.97781	27.44255	waystations	etape	al-Aǧfur	ﭐلأجفر	al-Aǧfur	ﭐلأجفر	al-Ajfur	al-Ajfur
KHUZAYMIYYA_431E279N_S_BADI	Badiyat al-Arab	43.13666	27.91046	waystations	etape	al-Ḫuzaymiyyaŧ	ﭐلخزيمية	al-Ḫuzaymiyyaŧ	ﭐلخزيمية	al-Khuzaymiyya	al-Khuzaymiyya
THALABIYYA_431E282N_S_BADI	Badiyat al-Arab	43.16528	28.29472	waystations	forteresse	al-Ṯaʿlabiyyaŧ	ﭐلثعلبية	al-Ṯaʿlabiyyaŧ	ﭐلثعلبية	al-Thalabiyya	al-Thalabiyya
BITAN_432E287N_S_BADI	Badiyat al-Arab	43.27579	28.74899	waystations	etape	Biṭān	بطان	Biṭān, Qabr al-ʿIdādī	بطان، قبر ﭐلعدادي	Bitan, Qabr al-Idadi	Bitan, Qabr al-Idadi
