source,target,weight,distance
SUQYABANUGHIFAR_392E235N_S_JAZI,ARJ_392E238N_O_JAZI,0.313656609,31882
ABWA_390E232N_S_JAZI,SUQYABANUGHIFAR_392E235N_S_JAZI,0.238783161,41879
ROUTPOINT0704_391E229N_O_NODA,ABWA_390E232N_S_JAZI,0.374167477,26726
ROUTPOINT0703_391E228N_O_NODA,ROUTPOINT0704_391E229N_O_NODA,0.498355427,20066
SAMIRA_420E264N_S_JAZI,TUZ_422E267N_S_JAZI,0.241394293,41426
HAJIR_417E259N_S_JAZI,SAMIRA_420E264N_S_JAZI,0.174370957,57349
MADINNAQIRA_415E255N_S_JAZI,HAJIR_417E259N_S_JAZI,0.193700848,51626
MUGHITHAMAWAN_414E250N_S_JAZI,MADINNAQIRA_415E255N_S_JAZI,0.158272926,63182
USAYLA_407E250N_S_JAZI,MADINNAQIRA_415E255N_S_JAZI,0.104428827,95759
RABADHA_413E246N_S_JAZI,MUGHITHAMAWAN_414E250N_S_JAZI,0.262205674,38138
SALILA_412E243N_S_JAZI,RABADHA_413E246N_S_JAZI,0.26780932,37340
UMAQ_409E240N_S_JAZI,SALILA_412E243N_S_JAZI,0.231642344,43170
MADINBANUSULAYM_408E235N_O_YEME,UMAQ_409E240N_S_JAZI,0.179562227,55691
UFAYIYYA_407E230N_S_JAZI,MADINBANUSULAYM_408E235N_O_YEME,0.173256177,57718
MISLAH_407E224N_S_JAZI,UFAYIYYA_407E230N_S_JAZI,0.150105074,66620
GHAMRA_408E218N_S_JAZI,MISLAH_407E224N_S_JAZI,0.162771014,61436
TARAFA_400E245N_S_JAZI,USAYLA_407E250N_S_JAZI,0.105904157,94425
MADINA_396E244N_S_JAZI,TARAFA_400E245N_S_JAZI,0.217325162,46014
NIBAJ_444E263N_S_BADI,HAFARABUMUSA_459E284N_S_BADI,0.035511238,281601
ROUTPOINT0710_439E260N_O_NODA,MADINNAQIRA_415E255N_S_JAZI,0.040202136,248743
NIBAJ_444E263N_S_BADI,ROUTPOINT0710_439E260N_O_NODA,0.154683826,64648
AWSAJA_440E259N_S_JAZI,NIBAJ_444E263N_S_BADI,0.180027724,55547
RAMA_434E257N_S_JAZI,AWSAJA_440E259N_S_JAZI,0.143982261,69453
IMMARA_431E253N_S_JAZI,RAMA_434E257N_S_JAZI,0.185188615,53999
TIKHFA_430E249N_S_JAZI,IMMARA_431E253N_S_JAZI,0.206347241,48462
DARIYYA_428E246N_S_JAZI,TIKHFA_430E249N_S_JAZI,0.268039026,37308
JADILA_429E240N_S_JAZI,DARIYYA_428E246N_S_JAZI,0.15187874,65842
ROUTPOINT0709_428E238N_O_NODA,JADILA_429E240N_S_JAZI,0.288967231,34606
HAJR_467E246N_S_JAZI,SULAYMA_473E241N_S_JAZI,0.117953739,84779
ROUTPOINT0709_428E238N_O_NODA,HAJR_467E246N_S_JAZI,0.021231242,471004
FALJA_424E235N_S_JAZI,ROUTPOINT0709_428E238N_O_NODA,0.191226527,52294
DATHINA_419E232N_S_JAZI,FALJA_424E235N_S_JAZI,0.155843346,64167
QUBA_416E227N_S_JAZI,DATHINA_419E232N_S_JAZI,0.178075361,56156
HAQL_350E292N_S_JAZI,AYLA_349E295N_S_SHAM,0.248126644,40302
TUZ_422E267N_S_JAZI,FAYD_425E270N_S_BADI,0.225448643,44356
LAHJ_448E130N_S_YEME,ADAN_450E127N_S_YEME,0.274295746,36457
LAHJ_448E130N_S_YEME,ROUTPOINT0801_443E143N_O_NODA,0.058778581,170130
ZABID_433E142N_S_YEME,ROUTPOINT0802_442E148N_O_NODA,0.073332062,136366
THUJJA_441E139N_S_YEME,JANAD_441E136N_S_YEME,0.307408546,32530
ROUTPOINT0801_443E143N_O_NODA,THUJJA_441E139N_S_YEME,0.202289922,49434
SANA_442E153N_S_YEME,MAHJAM_430E152N_S_YEME,0.070838587,141166
URF_442E150N_S_YEME,SANA_442E153N_S_YEME,0.304034538,32891
ROUTPOINT0802_442E148N_O_NODA,URF_442E150N_S_YEME,0.430440771,23232
DHIMAR_443E145N_S_YEME,ROUTPOINT0802_442E148N_O_NODA,0.255813359,39091
ROUTPOINT0801_443E143N_O_NODA,DHIMAR_443E145N_S_YEME,0.326487969,30629
SANA_442E153N_S_YEME,RAYDA_440E158N_S_YEME,0.17983024,55608
ATTAR_423E171N_S_YEME,BAYSH_425E173N_S_YEME,0.374489758,26703
URSH_428E169N_S_YEME,BAYSH_425E173N_S_YEME,0.175944824,56836
KHASUF_428E166N_S_YEME,URSH_428E169N_S_YEME,0.302764237,33029
ROUTPOINT0805_427E167N_O_NODA,ROUTPOINT0806_425E170N_O_NODA,0.30723854,32548
ROUTPOINT0804_428E164N_O_NODA,KHASUF_428E166N_S_YEME,0.383039032,26107
ROUTPOINT0803_431E161N_O_NODA,KHASUF_428E166N_S_YEME,0.143742184,69569
ROUTPOINT0803_431E161N_O_NODA,SHARJA_428E163N_S_YEME,0.230038416,43471
SHIBAM_439E155N_S_YEME,ROUTPOINT0803_431E161N_O_NODA,0.087188519,114694
SANA_442E153N_S_YEME,SHIBAM_439E155N_S_YEME,0.266673778,37499
ROUTPOINT0806_425E170N_O_NODA,ATTAR_423E171N_S_YEME,0.385386157,25948
JAZAN_425E168N_S_YEME,ROUTPOINT0806_425E170N_O_NODA,0.779970361,12821
ROUTPOINT0805_427E167N_O_NODA,JAZAN_425E168N_S_YEME,0.447387258,22352
ROUTPOINT0804_428E164N_O_NODA,ROUTPOINT0805_427E167N_O_NODA,0.261841795,38191
SHARJA_428E163N_S_YEME,ROUTPOINT0804_428E164N_O_NODA,0.712555223,14034
MAWR_428E157N_S_YEME,SHARJA_428E163N_S_YEME,0.148420803,67376
MAHJAM_430E152N_S_YEME,MAWR_428E157N_S_YEME,0.167683949,59636
KHAYWAN_440E162N_S_YEME,AMASHIYYA_439E165N_S_YEME,0.259632361,38516
ATHAFIT_439E161N_S_YEME,KHAYWAN_440E162N_S_YEME,0.381664822,26201
RAYDA_440E158N_S_YEME,ATHAFIT_439E161N_S_YEME,0.296392898,33739
ARIQA_437E173N_S_YEME,MAHJARA_435E176N_S_JAZI,0.252799757,39557
SADA_437E169N_S_YEME,ARIQA_437E173N_S_YEME,0.233437602,42838
AMASHIYYA_439E165N_S_YEME,SADA_437E169N_S_YEME,0.205473823,48668
GHARANDAL_351E300N_S_SHAM,ROUTPOINT0902_353E303N_O_NODA,0.230920217,43305
AYLA_349E295N_S_SHAM,GHARANDAL_351E300N_S_SHAM,0.175195781,57079
AYLA_349E295N_S_SHAM,QULZUM_325E300N_S_EGYP,0.040486486,246996
HIRA_443E320N_S_IRAQ,QUTQUTANA_438E319N_S_BADI,0.188139675,53152
SUWA_378E337N_S_BADI,HIT_428E336N_S_IRAQ,0.021155156,472698
DIMASHQ_363E335N_S_SHAM,SUWA_378E337N_S_BADI,0.067990209,147080
ADHRIAT_360E326N_S_SHAM,BUSRA_364E325N_S_SHAM,0.297574766,33605
JAM_414E316N_S_BADI,KHATTA_407E316N_S_BADI,0.138805991,72043
HUSA_420E317N_S_BADI,JAM_414E316N_S_BADI,0.172977461,57811
ABYAD_424E318N_S_BADI,HUSA_420E317N_S_BADI,0.249843848,40025
QUTQUTANA_438E319N_S_BADI,ABYAD_424E318N_S_BADI,0.076531003,130666
NAJAF_443E319N_S_IRAQ,QADISIYYA_441E316N_S_IRAQ,0.254459401,39299
HIRA_443E320N_S_IRAQ,RUHAYMA_439E318N_S_BADI,0.22803457,43853
ROUTPOINT0906_392E321N_O_NODA,SUWA_378E337N_S_BADI,0.046029708,217251
KHAFIYYA_396E319N_S_BADI,ROUTPOINT0906_392E321N_O_NODA,0.205647069,48627
QULUFI_395E321N_S_BADI,ROUTPOINT0906_392E321N_O_NODA,0.262522314,38092
ROUTPOINT0907_398E320N_O_NODA,QULUFI_395E321N_S_BADI,0.377714825,26475
ROUTPOINT0907_398E320N_O_NODA,KHAFIYYA_396E319N_S_BADI,0.70136064,14258
JUBBA_401E318N_S_BADI,ROUTPOINT0907_398E320N_O_NODA,0.258986843,38612
KHATTA_407E316N_S_BADI,JUBBA_401E318N_S_BADI,0.182738519,54723
AMMAN_359E319N_S_SHAM,ADHRUH_357E303N_S_SHAM,0.054619737,183084
AWNID_369E316N_S_BADI,AMMAN_359E319N_S_SHAM,0.095157438,105089
AZRAQ_368E318N_S_BADI,AWNID_369E316N_S_BADI,0.427040184,23417
BUSRA_364E325N_S_SHAM,AZRAQ_368E318N_S_BADI,0.116387337,85920
ANAK_367E323N_S_BADI,BUSRA_364E325N_S_SHAM,0.238299495,41964
BAQIA_373E322N_S_BADI,ANAK_367E323N_S_BADI,0.193607094,51651
SAIDA_379E321N_S_BADI,BAQIA_373E322N_S_BADI,0.159497265,62697
RAWARA_386E320N_S_BADI,SAIDA_379E321N_S_BADI,0.158987567,62898
ROUTPOINT0906_392E321N_O_NODA,RAWARA_386E320N_S_BADI,0.184593801,54173
MUHDATHA_374E277N_S_BADI,JUNAYNA_371E279N_S_BADI,0.297548203,33608
AQRA_378E271N_S_BADI,MUHDATHA_374E277N_S_BADI,0.132803888,75299
AKHDAMIYYA_422E322N_S_BADI,AYNTAMR_435E326N_S_IRAQ,0.077768359,128587
KHALAT_413E320N_S_BADI,AKHDAMIYYA_422E322N_S_BADI,0.117673362,84981
ROUTPOINT0907_398E320N_O_NODA,KHALAT_413E320N_S_BADI,0.068085106,146875
NAHIT_428E314N_S_BADI,RUHAYMA_439E318N_S_BADI,0.087814816,113876
QURAY_417E315N_S_BADI,NAHIT_428E314N_S_BADI,0.098226038,101806
KHANFAS_407E314N_S_BADI,QURAY_417E315N_S_BADI,0.102399214,97657
HASHIYYA_398E314N_S_BADI,KHANFAS_407E314N_S_BADI,0.111326342,89826
QURAKIR_377E313N_S_BADI,HASHIYYA_398E314N_S_BADI,0.050506836,197993
UJAYFIR_387E316N_S_BADI,KHAFIYYA_396E319N_S_BADI,0.101357173,98661
QURAKIR_377E313N_S_BADI,UJAYFIR_387E316N_S_BADI,0.1007841,99222
AZRAQ_368E318N_S_BADI,QURAKIR_377E313N_S_BADI,0.097661019,102395
MUHDATHA_371E315N_S_BADI,AWNID_369E316N_S_BADI,0.389635691,25665
GHURRABA_373E313N_S_BADI,MUHDATHA_371E315N_S_BADI,0.418585182,23890
NABK_374E312N_S_BADI,GHURRABA_373E313N_S_BADI,0.470101542,21272
JARBA_381E304N_S_BADI,NABK_374E312N_S_BADI,0.097819601,102229
ARFAJA_386E299N_S_BADI,JARBA_381E304N_S_BADI,0.133145155,75106
MUKHRI_387E290N_S_BADI,ARFAJA_386E299N_S_BADI,0.091771745,108966
TAYMA_385E275N_S_BADI,MUKHRI_387E290N_S_BADI,0.05482396,182402
UBAYR_367E307N_S_BADI,AMMAN_359E319N_S_SHAM,0.064460402,155134
AJWALI_374E298N_S_BADI,UBAYR_367E307N_S_BADI,0.084047739,118980
THAJR_378E288N_S_BADI,AJWALI_374E298N_S_BADI,0.080303225,124528
TAYMA_385E275N_S_BADI,THAJR_378E288N_S_BADI,0.063320395,157927
TABUK_365E283N_S_BADI,ADHRUH_357E303N_S_SHAM,0.042149454,237251
ROUTPOINT0909_370E280N_O_NODA,TABUK_365E283N_S_BADI,0.142433911,70208
ROUTPOINT0908_402E271N_O_NODA,TAYMA_385E275N_S_BADI,0.05498312,181874
QURH_379E265N_S_JAZI,ROUTPOINT0908_402E271N_O_NODA,0.041226233,242564
ROUTPOINT0909_370E280N_O_NODA,TAYMA_385E275N_S_BADI,0.065400513,152904
JUNAYNA_371E279N_S_BADI,ROUTPOINT0909_370E280N_O_NODA,0.54232876,18439
UDHAYB_441E314N_S_BADI,QADISIYYA_441E316N_S_IRAQ,0.530110263,18864
MUGHITHA_440E311N_S_BADI,UDHAYB_441E314N_S_BADI,0.222281497,44988
QARA_438E308N_S_BADI,MUGHITHA_440E311N_S_BADI,0.311196863,32134
WAQISA_437E305N_S_BADI,QARA_438E308N_S_BADI,0.272613271,36682
AQABA_436E300N_S_BADI,WAQISA_437E305N_S_BADI,0.18362775,54458
QA_436E297N_S_BADI,AQABA_436E300N_S_BADI,0.296147126,33767
ZUBALA_435E294N_S_BADI,QA_436E297N_S_BADI,0.233154581,42890
SHUQUQ_434E290N_S_BADI,ZUBALA_435E294N_S_BADI,0.260708606,38357
BITAN_432E287N_S_BADI,SHUQUQ_434E290N_S_BADI,0.25392956,39381
THALABIYYA_431E282N_S_BADI,BITAN_432E287N_S_BADI,0.192233756,52020
KHUZAYMIYYA_431E279N_S_BADI,THALABIYYA_431E282N_S_BADI,0.230064878,43466
AJFUR_429E274N_S_BADI,KHUZAYMIYYA_431E279N_S_BADI,0.181771913,55014
HAFARABUMUSA_459E284N_S_BADI,BASRA_477E304N_S_IRAQ,0.035049595,285310
FAYD_425E270N_S_BADI,AJFUR_429E274N_S_BADI,0.160565189,62280
TUZ_422E267N_S_JAZI,ROUTPOINT0908_402E271N_O_NODA,0.060374807,165632
TUZ_422E267N_S_JAZI,FAYD_425E270N_S_BADI,0.278009452,35970
FAYD_425E270N_S_BADI,TUZ_422E267N_S_JAZI,0.179481657,55716
HIRA_443E320N_S_IRAQ,KUFA_443E320N_S_IRAQ,3.351206434,2984
NAJAF_443E319N_S_IRAQ,HIRA_443E320N_S_IRAQ,1.978239367,5055
AQSUR_326E257N_S_EGYP,QUS_327E259N_S_EGYP,0.343524562,29110
ARMANT_325E256N_S_EGYP,AQSUR_326E257N_S_EGYP,0.74822297,13365
ASNA_325E253N_S_EGYP,ARMANT_325E256N_S_EGYP,0.23023968,43433
NAHRNIL_327E252N_W_EGYP,ASNA_325E253N_S_EGYP,0.200565595,49859
QUS_327E259N_S_EGYP,QUS_327E259N_S_EGYP,1.026588646,9741
QUS_327E259N_S_EGYP,QUS_327E259N_S_EGYP,0.473193583,21133
QUS_327E259N_S_EGYP,QUS_327E259N_S_EGYP,0.937822376,10663
QAHIRA_312E300N_S_EGYP,SHABRUWA_312E301N_S_EGYP,1.706193482,5861
FUSTAT_312E300N_S_EGYP,QAHIRA_312E300N_S_EGYP,5.440696409,1838
QASR_312E300N_S_EGYP,FUSTAT_312E300N_S_EGYP,3.121098627,3204
JIZA_312E300N_S_EGYP,QASR_312E300N_S_EGYP,2.411381722,4147
MANF_312E298N_S_EGYP,JIZA_312E300N_S_EGYP,0.545375218,18336
DALAS_311E292N_S_EGYP,MANF_312E298N_S_EGYP,0.136141478,73453
QAYS_307E285N_S_EGYP,DALAS_311E292N_S_EGYP,0.116755596,85649
TAHA_306E282N_S_EGYP,QAYS_307E285N_S_EGYP,0.330261898,30279
USHMUNAYN_307E278N_S_EGYP,TAHA_306E282N_S_EGYP,0.210207685,47572
ASYUT_311E271N_S_EGYP,USHMUNAYN_307E278N_S_EGYP,0.104086433,96074
QAW_314E269N_S_EGYP,ASYUT_311E271N_S_EGYP,0.236630383,42260
FAW_316E266N_S_EGYP,QAW_314E269N_S_EGYP,0.303526984,32946
AKHMIM_317E265N_S_EGYP,FAW_316E266N_S_EGYP,0.578101515,17298
BULYANA_319E262N_S_EGYP,AKHMIM_317E265N_S_EGYP,0.202806847,49308
QUS_327E259N_S_EGYP,BULYANA_319E262N_S_EGYP,0.123920344,80697
HU_322E260N_S_EGYP,BULYANA_319E262N_S_EGYP,0.245248314,40775
QUS_327E259N_S_EGYP,HU_322E260N_S_EGYP,0.260369204,38407
DIMYAT_317E314N_S_EGYP,TINNIS_322E312N_S_EGYP,0.201547888,49616
MAHALLAKABIRA_311E309N_S_EGYP,DIMYAT_317E314N_S_EGYP,0.121245923,82477
ROUTPOINT1002_308E310N_O_NODA,MAHALLAKABIRA_311E309N_S_EGYP,0.376591097,26554
IKHNA_307E315N_S_EGYP,BURULLUS_309E315N_S_EGYP,0.476326569,20994
NASTARAWA_307E314N_S_EGYP,IKHNA_307E315N_S_EGYP,1.167542323,8565
SANHUR_307E311N_S_EGYP,NASTARAWA_307E314N_S_EGYP,0.276969949,36105
RASHID_303E314N_S_EGYP,NASTARAWA_307E314N_S_EGYP,0.308565786,32408
SANHUR_307E311N_S_EGYP,RASHID_303E314N_S_EGYP,0.235117088,42532
SAKHA_309E310N_S_EGYP,SANHUR_307E311N_S_EGYP,0.444069452,22519
ROUTPOINT1002_308E310N_O_NODA,SAKHA_309E310N_S_EGYP,0.97059109,10303
MISIR_309E310N_S_EGYP,SAKHA_309E310N_S_EGYP,1.493651979,6695
ROUTPOINT1002_308E310N_O_NODA,MISIR_309E310N_S_EGYP,0.880049283,11363
ISKANDARIYYA_299E311N_S_EGYP,DHATHUMAM_293E308N_S_BARQ,0.144755508,69082
KARYUN_301E311N_S_EGYP,ISKANDARIYYA_299E311N_S_EGYP,0.434858236,22996
BARSIQ_302E310N_S_EGYP,KARYUN_301E311N_S_EGYP,0.572901747,17455
QARTASA_304E310N_S_EGYP,BARSIQ_302E310N_S_EGYP,0.720513005,13879
MAHALLAABUKHURASHA_306E310N_S_EGYP,QARTASA_304E310N_S_EGYP,0.578235226,17294
DAYYAY_307E310N_S_EGYP,MAHALLAABUKHURASHA_306E310N_S_EGYP,1.172745397,8527
ROUTPOINT1002_308E310N_O_NODA,DAYYAY_307E310N_S_EGYP,0.620655412,16112
MAHALLASURAD_308E309N_S_EGYP,ROUTPOINT1002_308E310N_O_NODA,2.234137623,4476
MAHALLAMAHRUM_309E307N_S_EGYP,MAHALLASURAD_308E309N_S_EGYP,0.477942934,20923
FISHAIBNSULAYM_309E307N_S_EGYP,MAHALLAMAHRUM_309E307N_S_EGYP,2.803476311,3567
BUNDARIYYA_309E307N_S_EGYP,FISHAIBNSULAYM_309E307N_S_EGYP,2.104820038,4751
BUNDARIYYA_309E307N_S_EGYP,BUNDARIYYA_309E307N_S_EGYP,2.104377104,4752
MANUF_309E304N_S_EGYP,BUNDARIYYA_309E307N_S_EGYP,0.392603353,25471
SUBKABID_310E304N_S_EGYP,MANUF_309E304N_S_EGYP,0.76405868,13088
SHATNUF_310E302N_S_EGYP,SUBKABID_310E304N_S_EGYP,0.425423296,23506
KUMSHARIK_307E306N_S_EGYP,RAFIQA_307E306N_S_EGYP,1.494991778,6689
TARNUT_308E304N_S_EGYP,KUMSHARIK_307E306N_S_EGYP,0.367403924,27218
TARNUT_308E304N_S_EGYP,DHATHUMAM_293E308N_S_BARQ,0.061466215,162691
JURASIYYAT_308E303N_S_EGYP,TARNUT_308E304N_S_EGYP,0.953834414,10484
ROUTPOINT1004_309E303N_O_NODA,JURASIYYAT_308E303N_S_EGYP,3.220611916,3105
DHATSAHIL_310E302N_S_EGYP,ROUTPOINT1004_309E303N_O_NODA,0.684228532,14615
SHATNUF_310E302N_S_EGYP,DHATSAHIL_310E302N_S_EGYP,1.979414093,5052
SARDUS_311E301N_S_EGYP,SHATNUF_310E302N_S_EGYP,0.688610384,14522
SHABRUWA_312E301N_S_EGYP,SARDUS_311E301N_S_EGYP,1.247972045,8013
TINNIS_322E312N_S_EGYP,FARAMA_325E310N_S_EGYP,0.229058341,43657
JURJIR_321E309N_S_EGYP,FARAMA_325E310N_S_EGYP,0.24500196,40816
ROUTPOINT1003_319E307N_O_NODA,JURJIR_321E309N_S_EGYP,0.379722802,26335
QANTARA_323E308N_S_EGYP,ROUTPOINT1003_319E307N_O_NODA,0.278396437,35920
FARAMA_325E310N_S_EGYP,QANTARA_323E308N_S_EGYP,0.309981401,32260
GHAYFA_315E303N_S_EGYP,BILBAYS_315E304N_S_EGYP,1.460706982,6846
FUSTAT_312E300N_S_EGYP,GHAYFA_315E303N_S_EGYP,0.209481115,47737
ABBASIYYA_317E305N_S_EGYP,BILBAYS_315E304N_S_EGYP,0.530391429,18854
FAQUS_317E307N_S_EGYP,ABBASIYYA_317E305N_S_EGYP,0.470898474,21236
ROUTPOINT1003_319E307N_O_NODA,FAQUS_317E307N_S_EGYP,0.541623788,18463
AJARUD_323E300N_S_EGYP,BUNDUQA_319E300N_S_EGYP,0.222791578,44885
ROUTPOINT1001_325E300N_O_NODA,AJARUD_323E300N_S_EGYP,0.678656261,14735
ROUTPOINT1001_325E300N_O_NODA,QULZUM_325E300N_S_EGYP,3.298153034,3032
MANSAF_320E301N_S_EGYP,ROUTPOINT1001_325E300N_O_NODA,0.20351677,49136
BILBAYS_315E304N_S_EGYP,MANSAF_320E301N_S_EGYP,0.180551042,55386
JUBBAMIRA_313E301N_O_EGYP,FUSTAT_312E300N_S_EGYP,0.524824184,19054
BUWAYB_315E301N_S_EGYP,JUBBAMIRA_313E301N_O_EGYP,0.528708893,18914
BUNDUQA_319E300N_S_EGYP,BUWAYB_315E301N_S_EGYP,0.282845425,35355
BURULLUS_309E315N_S_EGYP,DIMYAT_317E314N_S_EGYP,0.122624157,81550
WARRADA_335E310N_S_EGYP,ARISH_338E311N_S_EGYP,0.382073129,26173
BAQQARA_331E310N_S_EGYP,WARRADA_335E310N_S_EGYP,0.249638025,40058
FARAMA_325E310N_S_EGYP,BAQQARA_331E310N_S_EGYP,0.19451847,51409
ISKANDARIYYA_299E311N_S_EGYP,RASHID_303E314N_S_EGYP,0.189114566,52878
UNBUWA_329E244N_S_EGYP,NAHRNIL_327E252N_W_EGYP,0.155084443,64481
USWAN_329E241N_S_EGYP,UNBUWA_329E244N_S_EGYP,0.251471106,39766
KUBAN_328E231N_S_EGYP,QASR_329E238N_S_EGYP,0.112485939,88900
ALLAQI_328E230N_S_EGYP,KUBAN_328E231N_S_EGYP,0.884173298,11310
MAADINTIBR_333E226N_O_EGYP,ALLAQI_328E230N_S_EGYP,0.142922479,69968
AYDHAB_362E224N_S_EGYP,MAADINTIBR_333E226N_O_EGYP,0.030019122,333121
ROUTPOINT1101_331E259N_O_NODA,QUS_327E259N_S_EGYP,0.289771081,34510
ROUTPOINT1101_331E259N_O_NODA,QUSAYR_342E261N_S_EGYP,0.079435058,125889
MAADINZUMURRUDH_338E250N_O_EGYP,ROUTPOINT1101_331E259N_O_NODA,0.081025458,123418
JANADIL_329E240N_O_EGYP,QASR_329E238N_S_EGYP,0.67902492,14727
USWAN_329E241N_S_EGYP,JANADIL_329E240N_O_EGYP,0.734537976,13614
SUWAKIN_373E191N_S_EGYP,BADI_394E156N_S_EGYP,0.021180742,472127
AYDHAB_362E224N_S_EGYP,SUWAKIN_373E191N_S_EGYP,0.024707097,404742
AYLAN_076W314N_S_MAGH,WARIKA_076W314N_S_MAGH,1.181334908,8465
TARQALA_088W305N_S_MAGH,AYLAN_076W314N_S_MAGH,0.058864735,169881
MASSA_096W300N_S_MAGH,TARQALA_088W305N_S_MAGH,0.107083579,93385
TANDALI_071W317N_S_MAGH,ROUTPOINT1201_051W336N_O_NODA,0.033817487,295705
AYLAN_076W314N_S_MAGH,TANDALI_071W317N_S_MAGH,0.158959767,62909
WARIKA_076W314N_S_MAGH,SIJILMASA_042W312N_S_MAGH,0.02653111,376916
SIJILMASA_042W312N_S_MAGH,ROUTPOINT1202_005W327N_O_NODA,0.023435889,426696
ARISH_045W323N_S_MAGH,SIJILMASA_042W312N_S_MAGH,0.074692082,133883
ROUTPOINT1201_051W336N_O_NODA,ARISH_045W323N_S_MAGH,0.055907462,178867
ROUTPOINT1202_005W327N_O_NODA,ROUTPOINT1203_011E353N_O_NODA,0.029504705,338929
AZILA_059W355N_S_MAGH,SABTA_053W358N_S_MAGH,0.203856974,49054
AZILA_059W355N_S_MAGH,AZILA_059W355N_S_MAGH,0.401219708,24924
TUSHUMMUS_059W350N_W_MAGH,AZILA_059W355N_S_MAGH,0.174270677,57382
BASRA_058W348N_S_MAGH,TUSHUMMUS_059W350N_W_MAGH,0.364896917,27405
KURT_058W345N_S_MAGH,BASRA_058W348N_S_MAGH,0.371940787,26886
ROUTPOINT1211_053W341N_O_NODA,KURT_058W345N_S_MAGH,0.141332768,70755
WALILA_056W340N_S_MAGH,ROUTPOINT1211_053W341N_O_NODA,0.36357026,27505
FAS_050W340N_S_MAGH,ROUTPOINT1211_053W341N_O_NODA,0.335345406,29820
FAS_050W340N_S_MAGH,ROUTPOINT1201_051W336N_O_NODA,0.19062506,52459
FAS_050W340N_S_MAGH,NAMALATA_046W341N_S_MAGH,0.260504858,38387
ROUTPOINT1210_038W342N_O_NODA,KAZANNAYA_039W346N_S_MAGH,0.222118567,45021
TIZA_040W342N_S_MAGH,ROUTPOINT1210_038W342N_O_NODA,0.572836112,17457
QALAKARMATA_043W341N_S_MAGH,TIZA_040W342N_S_MAGH,0.371498625,26918
NAMALATA_046W341N_S_MAGH,QALAKARMATA_043W341N_S_MAGH,0.335165572,29836
ROUTPOINT1207_023W350N_O_NODA,ROUTPOINT1208_027W345N_O_NODA,0.134841763,74161
AMLIL_029W352N_S_MAGH,ROUTPOINT1207_023W350N_O_NODA,0.145649451,68658
ROUTPOINT1209_038W351N_O_NODA,AMLIL_029W352N_S_MAGH,0.120222652,83179
ROUTPOINT1209_038W351N_O_NODA,HAJARNASR_039W352N_S_MAGH,1.421666193,7034
KAZANNAYA_039W346N_S_MAGH,ROUTPOINT1209_038W351N_O_NODA,0.166675,59997
SA_028W344N_S_MAGH,TABARIDA_033W343N_S_MAGH,0.255453942,39146
ROUTPOINT1208_027W345N_O_NODA,SA_028W344N_S_MAGH,0.427386956,23398
GHUZZA_010E361N_S_MAGH,ROUTPOINT1205_011E359N_O_NODA,0.742555877,13467
TAJANNA_013E363N_S_MAGH,GHUZZA_010E361N_S_MAGH,0.275239458,36332
TANAS_013E364N_S_MAGH,TAJANNA_013E363N_S_MAGH,0.602119461,16608
ROUTPOINT1206_000W357N_O_NODA,TANAS_013E364N_S_MAGH,0.063885517,156530
WAHRAN_006W357N_S_MAGH,ROUTPOINT1206_000W357N_O_NODA,0.171382543,58349
ARJIKUK_014W352N_S_MAGH,WAHRAN_006W357N_S_MAGH,0.107464483,93054
GHUZZA_019W350N_S_MAGH,ARJIKUK_014W352N_S_MAGH,0.2019223,49524
JARAWAABUAYSH_022W350N_S_MAGH,ROUTPOINT1207_023W350N_O_NODA,1.121956692,8913
GHUZZA_019W350N_S_MAGH,JARAWAABUAYSH_022W350N_S_MAGH,0.294602875,33944
FALUSAN_017W350N_S_MAGH,GHUZZA_019W350N_S_MAGH,0.622471211,16065
TILIMSAN_013W348N_S_MAGH,FALUSAN_017W350N_S_MAGH,0.214813542,46552
MADINAALAWIYYIN_016W347N_S_MAGH,TILIMSAN_013W348N_S_MAGH,0.24574855,40692
ROUTPOINT1208_027W345N_O_NODA,MADINAALAWIYYIN_016W347N_S_MAGH,0.098936433,101075
TABARIDA_033W343N_S_MAGH,ROUTPOINT1210_038W342N_O_NODA,0.189537528,52760
MILIYANA_022E362N_S_MAGH,BANUWARIFAN_020E362N_S_MAGH,0.533731853,18736
SUQKARA_026E361N_S_MAGH,MILIYANA_022E362N_S_MAGH,0.181626648,55058
ASHIR_031E357N_S_MAGH,SUQKARA_026E361N_S_MAGH,0.149149104,67047
MASILA_045E356N_S_MAGH,ASHIR_031E357N_S_MAGH,0.07906951,126471
MAQQARA_050E355N_S_MAGH,MASILA_045E356N_S_MAGH,0.207921821,48095
TUBNA_053E353N_S_MAGH,MAQQARA_050E355N_S_MAGH,0.252092367,39668
BISKARA_057E348N_S_MAGH,TUBNA_053E353N_S_MAGH,0.147470875,67810
TAHUDHA_058E347N_S_MAGH,BISKARA_057E348N_S_MAGH,0.943930527,10594
BANTIYUS_056E346N_S_MAGH,TAHUDHA_058E347N_S_MAGH,0.408713778,24467
TAWLAQA_053E346N_S_MAGH,BANTIYUS_056E346N_S_MAGH,0.484402248,20644
TAWLAQA_053E346N_S_MAGH,BISKARA_057E348N_S_MAGH,0.275633958,36280
ROUTPOINT1202_005W327N_O_NODA,TAWLAQA_053E346N_S_MAGH,0.01650402,605913
